1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,0.000000000000000000e+00
1.100000000000000000e+01,0.000000000000000000e+00
1.200000000000000000e+01,0.000000000000000000e+00
1.300000000000000000e+01,0.000000000000000000e+00
1.400000000000000000e+01,0.000000000000000000e+00
1.500000000000000000e+01,0.000000000000000000e+00
1.600000000000000000e+01,0.000000000000000000e+00
1.700000000000000000e+01,0.000000000000000000e+00
1.800000000000000000e+01,0.000000000000000000e+00
1.900000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+01,0.000000000000000000e+00
2.100000000000000000e+01,0.000000000000000000e+00
2.200000000000000000e+01,0.000000000000000000e+00
2.300000000000000000e+01,0.000000000000000000e+00
2.400000000000000000e+01,0.000000000000000000e+00
2.500000000000000000e+01,0.000000000000000000e+00
2.600000000000000000e+01,0.000000000000000000e+00
2.700000000000000000e+01,0.000000000000000000e+00
2.800000000000000000e+01,0.000000000000000000e+00
2.900000000000000000e+01,0.000000000000000000e+00
3.000000000000000000e+01,0.000000000000000000e+00
3.100000000000000000e+01,0.000000000000000000e+00
3.200000000000000000e+01,0.000000000000000000e+00
3.300000000000000000e+01,0.000000000000000000e+00
3.400000000000000000e+01,0.000000000000000000e+00
3.500000000000000000e+01,0.000000000000000000e+00
3.600000000000000000e+01,0.000000000000000000e+00
3.700000000000000000e+01,0.000000000000000000e+00
3.800000000000000000e+01,0.000000000000000000e+00
3.900000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+01,0.000000000000000000e+00
4.100000000000000000e+01,0.000000000000000000e+00
4.200000000000000000e+01,0.000000000000000000e+00
4.300000000000000000e+01,0.000000000000000000e+00
4.400000000000000000e+01,0.000000000000000000e+00
4.500000000000000000e+01,0.000000000000000000e+00
4.600000000000000000e+01,0.000000000000000000e+00
4.700000000000000000e+01,0.000000000000000000e+00
4.800000000000000000e+01,0.000000000000000000e+00
4.900000000000000000e+01,0.000000000000000000e+00
5.000000000000000000e+01,0.000000000000000000e+00
5.100000000000000000e+01,0.000000000000000000e+00
5.200000000000000000e+01,9.001463544339109724e-02
5.300000000000000000e+01,1.098314762682848500e-01
5.400000000000000000e+01,1.291595030662618104e-01
5.500000000000000000e+01,1.480107839224421573e-01
5.600000000000000000e+01,1.663970740703185625e-01
5.700000000000000000e+01,1.843298358610090393e-01
5.800000000000000000e+01,2.018202653889273335e-01
5.900000000000000000e+01,2.188792525532773370e-01
6.000000000000000000e+01,2.355175008735699016e-01
6.100000000000000000e+01,2.517452878585891285e-01
6.200000000000000000e+01,2.675728111401078357e-01
6.300000000000000000e+01,2.830099488418537090e-01
6.400000000000000000e+01,2.980662862051798312e-01
6.500000000000000000e+01,3.127512487174166633e-01
6.600000000000000000e+01,3.270739956091904821e-01
6.700000000000000000e+01,3.410434198544231577e-01
6.800000000000000000e+01,3.546683079243551084e-01
6.900000000000000000e+01,3.679570735308405616e-01
7.000000000000000000e+01,3.809181037600634645e-01
7.100000000000000000e+01,3.935594129388217954e-01
7.200000000000000000e+01,4.058889088912318033e-01
7.300000000000000000e+01,4.179142864360462784e-01
7.400000000000000000e+01,4.296430273866547744e-01
7.500000000000000000e+01,4.410824538024240571e-01
7.600000000000000000e+01,4.522397279886986587e-01
7.700000000000000000e+01,4.631217992454593757e-01
7.800000000000000000e+01,4.737354304929942139e-01
7.900000000000000000e+01,4.840872248975686687e-01
8.000000000000000000e+01,4.941837323741072319e-01
8.100000000000000000e+01,5.040311833294894850e-01
8.200000000000000000e+01,5.136357549192539507e-01
8.300000000000000000e+01,5.230033580422349671e-01
8.400000000000000000e+01,5.321399568486078202e-01
8.500000000000000000e+01,5.410511427291618824e-01
8.600000000000000000e+01,5.497425070746863041e-01
8.700000000000000000e+01,5.582195880246294539e-01
8.800000000000000000e+01,5.664874977077130058e-01
8.900000000000000000e+01,5.745514547553404183e-01
9.000000000000000000e+01,5.824165712962330321e-01
9.100000000000000000e+01,5.900876399510676107e-01
9.200000000000000000e+01,5.975694000891798030e-01
9.300000000000000000e+01,6.048667508339276022e-01
9.400000000000000000e+01,6.119840587952609656e-01
9.500000000000000000e+01,6.189257970858111912e-01
9.600000000000000000e+01,6.256962790641872330e-01
9.700000000000000000e+01,6.322998180889978226e-01
9.800000000000000000e+01,6.387404080108068927e-01
9.900000000000000000e+01,6.450222024342006089e-01
1.000000000000000000e+02,6.511490354557202265e-01
1.010000000000000000e+02,6.571246879205662195e-01
1.020000000000000000e+02,6.629529939252796211e-01
1.030000000000000000e+02,6.686375213096975578e-01
1.040000000000000000e+02,6.741817846623160415e-01
1.050000000000000000e+02,6.795894050743128689e-01
1.060000000000000000e+02,6.848635243747982493e-01
1.070000000000000000e+02,6.900076039009275242e-01
1.080000000000000000e+02,6.950247854818106807e-01
1.090000000000000000e+02,6.999182109465580393e-01
1.100000000000000000e+02,7.046908623702571317e-01
1.110000000000000000e+02,7.093459348333589487e-01
1.120000000000000000e+02,7.138860376515652195e-01
1.130000000000000000e+02,7.183143126539861534e-01
1.140000000000000000e+02,7.226332626536414727e-01
1.150000000000000000e+02,7.268456567202556950e-01
1.160000000000000000e+02,7.309542106722118904e-01
1.170000000000000000e+02,7.349613740711893328e-01
1.180000000000000000e+02,7.388697029815488593e-01
1.190000000000000000e+02,7.426816469649695218e-01
1.200000000000000000e+02,7.463995490804486987e-01
1.210000000000000000e+02,7.500256991356429870e-01
1.220000000000000000e+02,7.535625466922315496e-01
1.230000000000000000e+02,7.570120087984848478e-01
1.240000000000000000e+02,7.603764817647413743e-01
1.250000000000000000e+02,7.636578826392714792e-01
1.260000000000000000e+02,7.668583414757091932e-01
1.270000000000000000e+02,7.699799350763478767e-01
1.280000000000000000e+02,7.730245272381172095e-01
1.290000000000000000e+02,7.759939817579468713e-01
1.300000000000000000e+02,7.788901624327666529e-01
1.310000000000000000e+02,7.817149330595062340e-01
1.320000000000000000e+02,7.844700509324138427e-01
1.330000000000000000e+02,7.871571135917149187e-01
1.340000000000000000e+02,7.897780380856800342e-01
1.350000000000000000e+02,7.923342089491712814e-01
1.360000000000000000e+02,7.948273834764367773e-01
1.370000000000000000e+02,7.972590527050201770e-01
1.380000000000000000e+02,7.996307076724655793e-01
1.390000000000000000e+02,8.019438926676573098e-01
1.400000000000000000e+02,8.042000454767985751e-01
1.410000000000000000e+02,8.064004973834104639e-01
1.420000000000000000e+02,8.085466861736960720e-01
1.430000000000000000e+02,8.106399963825173804e-01
1.440000000000000000e+02,8.126815995393731340e-01
1.450000000000000000e+02,8.146727736764438621e-01
1.460000000000000000e+02,8.166149565799322163e-01
1.470000000000000000e+02,8.185091600253147082e-01
1.480000000000000000e+02,8.203567152961123154e-01
1.490000000000000000e+02,8.221586874191422201e-01
1.500000000000000000e+02,8.239160881698804895e-01
1.510000000000000000e+02,8.256303020831892159e-01
1.520000000000000000e+02,8.273021279291812302e-01
1.530000000000000000e+02,8.289327904886960585e-01
1.540000000000000000e+02,8.305231417831872021e-01
1.550000000000000000e+02,8.320743533421535165e-01
1.560000000000000000e+02,8.335872771870485032e-01
1.570000000000000000e+02,8.350628718420075591e-01
1.580000000000000000e+02,8.365020425798250781e-01
1.590000000000000000e+02,8.379057479246363460e-01
1.600000000000000000e+02,8.392748398978948643e-01
1.610000000000000000e+02,8.406101705210544672e-01
1.620000000000000000e+02,8.419124853128869823e-01
1.630000000000000000e+02,8.431827427975275846e-01
1.640000000000000000e+02,8.444215819910666498e-01
1.650000000000000000e+02,8.456299614176393531e-01
1.660000000000000000e+02,8.468084668419950667e-01
1.670000000000000000e+02,8.479580035369284063e-01
1.680000000000000000e+02,8.490791040158476299e-01
1.690000000000000000e+02,8.501726203002064608e-01
1.700000000000000000e+02,8.512390849034133788e-01
1.710000000000000000e+02,8.522792433442403226e-01
1.720000000000000000e+02,8.532937346387774458e-01
1.730000000000000000e+02,8.542832510544559055e-01
1.740000000000000000e+02,8.552483251046839596e-01
1.750000000000000000e+02,8.561897023082338798e-01
1.760000000000000000e+02,8.571077554244912466e-01
1.770000000000000000e+02,-8.235126826372697606e-02
1.780000000000000000e+02,-1.023360172227390230e-01
1.790000000000000000e+02,-1.218283377200740647e-01
1.800000000000000000e+02,-1.408403577486107283e-01
1.810000000000000000e+02,-1.593839124188529965e-01
1.820000000000000000e+02,-1.774705572717653335e-01
1.830000000000000000e+02,-1.951115283402671541e-01
1.840000000000000000e+02,-2.123178353390792195e-01
