8.000000000000000000e+01,8.082339637999105819e-02
8.100000000000000000e+01,3.198632184620870689e+01
8.200000000000000000e+01,3.270940469951190011e+01
8.300000000000000000e+01,3.334658775070143832e+01
8.400000000000000000e+01,3.390806469409732671e+01
8.500000000000000000e+01,3.440283330306971266e+01
8.600000000000000000e+01,3.483882251082297898e+01
8.700000000000000000e+01,3.522301041398087307e+01
8.800000000000000000e+01,3.556155135337061779e+01
8.900000000000000000e+01,3.585987576321031156e+01
9.000000000000000000e+01,3.612275598080069727e+01
9.100000000000000000e+01,3.635440155711319221e+01
9.200000000000000000e+01,3.655852506648160016e+01
9.300000000000000000e+01,3.673839883909502646e+01
9.400000000000000000e+01,3.689690488559157444e+01
9.500000000000000000e+01,3.703657574445324485e+01
9.600000000000000000e+01,3.715965348379849331e+01
9.700000000000000000e+01,3.726811239437940770e+01
9.800000000000000000e+01,3.736368168257886424e+01
9.900000000000000000e+01,3.744789993360366509e+01
1.000000000000000000e+02,3.752211057288510432e+01
1.010000000000000000e+02,3.758750725207330845e+01
1.020000000000000000e+02,3.764512931043775978e+01
1.030000000000000000e+02,3.769590716086163695e+01
1.040000000000000000e+02,3.774064867404349144e+01
1.050000000000000000e+02,3.778008002589213277e+01
1.060000000000000000e+02,3.781482754312892069e+01
1.070000000000000000e+02,3.784544493488432693e+01
1.080000000000000000e+02,3.787242236989679611e+01
1.090000000000000000e+02,3.789619555371162107e+01
1.100000000000000000e+02,3.791714572868092858e+01
1.110000000000000000e+02,3.793560875116254039e+01
1.120000000000000000e+02,3.795187509151999450e+01
1.130000000000000000e+02,3.796621252711965866e+01
1.140000000000000000e+02,3.797884344933360268e+01
1.150000000000000000e+02,3.798997209513618856e+01
1.160000000000000000e+02,3.799978454710404918e+01
1.170000000000000000e+02,3.800842604041894646e+01
1.180000000000000000e+02,3.801604181026264229e+01
1.190000000000000000e+02,3.802274986022031555e+01
1.200000000000000000e+02,3.802866819387715935e+01
