at minimum 0.0906 accepted 1  with params [-3.68299958  0.84520071  0.10090025  0.88580013 -3.99999753]
at minimum 0.0675 accepted 1  with params [-3.63418606  1.06039008  0.20366363  0.9306833  -4.        ]
at minimum 0.0180 accepted 1  with params [-3.42511777  1.16315346  0.10710814  0.69484374 -3.85410589]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 2955586.3739 accepted 0  with params [-3.2099284   1.26591683  0.15199132  0.61849854 -3.70821177]
at minimum 0.0312 accepted 1  with params [-3.53850797  1.25564049  0.147503    0.61214362 -3.72280119]
