phase,epoch,train_loss,acc_en,loss_en,acc_fr,loss_fr
stage1,1,1.911210115178,0.5368670974711908,1.616883502408763,,
stage1,2,0.11431878551596308,0.5427870918693982,1.5960681245579613,,
stage2,1,0.6876744838981451,0.326008622759283,2.46675143357998,0.5367239016485276,1.5964299424993222
