x,y
-2.000000000000000000e+00,2.049236230552196503e+00
-1.979899497487437099e+00,2.029879839875590175e+00
-1.959798994974874420e+00,2.010538842098497092e+00
-1.939698492462311519e+00,1.991213743860398067e+00
-1.919597989949748840e+00,1.971905085328386154e+00
-1.899497487437185939e+00,1.952613414120135005e+00
-1.879396984924623037e+00,1.933339292754479910e+00
-1.859296482412060358e+00,1.914083313552578547e+00
-1.839195979899497457e+00,1.894846068835587927e+00
-1.819095477386934778e+00,1.875628191902859232e+00
-1.798994974874371877e+00,1.856430330954903951e+00
-1.778894472361808976e+00,1.837253167719846925e+00
-1.758793969849246297e+00,1.818097365299361501e+00
-1.738693467336683396e+00,1.798963665026216630e+00
-1.718592964824120717e+00,1.779852819409053044e+00
-1.698492462311557816e+00,1.760765592132381485e+00
-1.678391959798994915e+00,1.741702791584196941e+00
-1.658291457286432236e+00,1.722665241053655594e+00
-1.638190954773869334e+00,1.703653834610428630e+00
-1.618090452261306655e+00,1.684669466324188125e+00
-1.597989949748743754e+00,1.665713060066927653e+00
-1.577889447236180853e+00,1.646785621667028021e+00
-1.557788944723617952e+00,1.627888149502289217e+00
-1.537688442211055273e+00,1.609021701555156225e+00
-1.517587939698492594e+00,1.590187395412718363e+00
-1.497487437185929693e+00,1.571386371013806738e+00
-1.477386934673366792e+00,1.552619820451317079e+00
-1.457286432160803891e+00,1.533889002873370266e+00
-1.437185929648241212e+00,1.515195244483312775e+00
-1.417085427135678533e+00,1.496539856583329442e+00
-1.396984924623115631e+00,1.477924277135475251e+00
-1.376884422110552730e+00,1.459349996255869808e+00
-1.356783919597989829e+00,1.440818556214696677e+00
-1.336683417085427150e+00,1.422331543985623226e+00
-1.316582914572864471e+00,1.403890650850444732e+00
-1.296482412060301570e+00,1.385497657497923640e+00
-1.276381909547738669e+00,1.367154359517984030e+00
-1.256281407035175768e+00,1.348862694061581102e+00
-1.236180904522613089e+00,1.330624642983153860e+00
-1.216080402010050188e+00,1.312442322247591386e+00
-1.195979899497487509e+00,1.294317870171525442e+00
-1.175879396984924607e+00,1.276253596434940629e+00
-1.155778894472361706e+00,1.258251855421305798e+00
-1.135678391959799027e+00,1.240315128173959947e+00
-1.115577889447236126e+00,1.222446007494950360e+00
-1.095477386934673447e+00,1.204647197945034165e+00
-1.075376884422110546e+00,1.186921478590773571e+00
-1.055276381909547645e+00,1.169271814763246375e+00
-1.035175879396984966e+00,1.151701238848755748e+00
-1.015075376884422065e+00,1.134212962047538520e+00
-9.949748743718593857e-01,1.116810255164477184e+00
-9.748743718592964846e-01,1.099496552917226477e+00
-9.547738693467335835e-01,1.082275446485634340e+00
-9.346733668341709045e-01,1.065150616456515875e+00
-9.145728643216080034e-01,1.048125892428297457e+00
-8.944723618090451023e-01,1.031205282813340451e+00
-8.743718592964824232e-01,1.014392796024006227e+00
-8.542713567839195221e-01,9.976926639900733917e-01
-8.341708542713568431e-01,9.811092080482886058e-01
-8.140703517587939420e-01,9.646468538435259976e-01
-7.939698492462310409e-01,9.483101164276275252e-01
-7.738693467336683618e-01,9.321035704570799219e-01
-7.537688442211054607e-01,9.160318948964976116e-01
-7.336683417085427816e-01,9.000997389081735189e-01
-7.135678391959798805e-01,8.843117814567220680e-01
-6.934673366834169794e-01,8.686726866055971552e-01
-6.733668341708543004e-01,8.531869694066407384e-01
-6.532663316582913993e-01,8.378591449116941092e-01
-6.331658291457287202e-01,8.226934599516979585e-01
-6.130653266331658191e-01,8.076939527413353748e-01
-5.929648241206029180e-01,7.928643187685826543e-01
-5.728643216080402389e-01,7.782078809923862472e-01
-5.527638190954773378e-01,7.637274706333725405e-01
-5.326633165829146588e-01,7.494252632610762799e-01
-5.125628140703517577e-01,7.353028383985835692e-01
-4.924623115577888566e-01,7.213608665981483536e-01
-4.723618090452261775e-01,7.075990498365469783e-01
-4.522613065326632764e-01,6.940161066139163282e-01
-4.321608040201003753e-01,6.806094143258865081e-01
-4.120603015075376963e-01,6.673750986705473398e-01
-3.919597989949747951e-01,6.543076164159342678e-01
-3.718592964824121161e-01,6.414001726325433417e-01
-3.517587939698492150e-01,6.286439458329473595e-01
-3.316582914572863139e-01,6.160285648089556254e-01
-3.115577889447236348e-01,6.035418702130341817e-01
-2.914572864321607337e-01,5.911698847559827552e-01
-2.713567839195980547e-01,5.788970814278378008e-01
-2.512562814070351536e-01,5.667063834978707249e-01
-2.311557788944722525e-01,5.545794327354909292e-01
-2.110552763819095734e-01,5.424970364450809601e-01
-1.909547738693466723e-01,5.304393760822525561e-01
-1.708542713567839932e-01,5.183864840910064054e-01
-1.507537688442210921e-01,5.063191975780467757e-01
-1.306532663316581910e-01,4.942191881151054567e-01
-1.105527638190955120e-01,4.820700942271918255e-01
-9.045226130653261087e-02,4.698580280320727720e-01
-7.035175879396993182e-02,4.575721414843996193e-01
-5.025125628140703071e-02,4.452057588639570795e-01
-3.015075376884412961e-02,4.327560787524409314e-01
-1.005025125628145055e-02,4.202253363240304740e-01
1.005025125628122851e-02,4.076208331477104707e-01
3.015075376884412961e-02,3.949551756058506946e-01
5.025125628140703071e-02,3.822463046965287603e-01
7.035175879396993182e-02,3.695168999870817039e-01
9.045226130653283292e-02,3.567947968466196329e-01
1.105527638190952899e-01,3.441118241554530499e-01
1.306532663316581910e-01,3.315036254911567504e-01
1.507537688442210921e-01,3.190088246635456315e-01
1.708542713567839932e-01,3.066682806566132236e-01
1.909547738693468943e-01,2.945244021751172170e-01
2.110552763819097954e-01,2.826203131795526069e-01
2.311557788944722525e-01,2.709992866420267710e-01
2.512562814070351536e-01,2.597035822556845730e-01
2.713567839195980547e-01,2.487745656440005781e-01
2.914572864321609558e-01,2.382514566632369934e-01
3.115577889447238569e-01,2.281707929606411334e-01
3.316582914572863139e-01,2.185663703698010885e-01
3.517587939698492150e-01,2.094684680502618690e-01
3.718592964824121161e-01,2.009032524410803155e-01
3.919597989949750172e-01,1.928927772608233226e-01
4.120603015075379183e-01,1.854539106239623258e-01
4.321608040201003753e-01,1.785985734594528473e-01
4.522613065326632764e-01,1.723325474178372119e-01
4.723618090452261775e-01,1.666554748712472112e-01
4.924623115577890786e-01,1.615595476112172690e-01
5.125628140703519797e-01,1.570301028951326394e-01
5.326633165829144367e-01,1.530434180743731609e-01
5.527638190954773378e-01,1.495672470361144590e-01
5.728643216080402389e-01,1.465593896918560013e-01
5.929648241206031400e-01,1.439672747449058932e-01
6.130653266331660411e-01,1.417271848299992421e-01
6.331658291457284982e-01,1.397638988854299491e-01
6.532663316582913993e-01,1.379893808508638742e-01
6.733668341708543004e-01,1.363039121555922328e-01
6.934673366834172015e-01,1.345944823931208845e-01
7.135678391959801026e-01,1.327366966698035888e-01
7.336683417085425596e-01,1.305933450933678408e-01
7.537688442211054607e-01,1.280173830051518635e-01
7.738693467336683618e-01,1.248521097940415991e-01
7.939698492462312629e-01,1.209339107101286004e-01
8.140703517587941640e-01,1.160939853994089610e-01
8.341708542713566210e-01,1.101622222056941602e-01
8.542713567839195221e-01,1.029698803796241791e-01
8.743718592964824232e-01,9.435376240380444202e-02
8.944723618090453243e-01,8.415961145755623818e-02
9.145728643216082254e-01,7.224699899778874723e-02
9.346733668341706824e-01,5.849248380517257928e-02
9.547738693467335835e-01,4.279366509998272505e-02
9.748743718592964846e-01,2.507222237898476536e-02
9.949748743718593857e-01,5.276418810513661128e-03
1.015075376884422287e+00,-1.661782588191984544e-02
1.035175879396985188e+00,-4.060520688493074459e-02
1.055276381909547645e+00,-6.665198796957572114e-02
1.075376884422110546e+00,-9.469701477031611248e-02
1.095477386934673447e+00,-1.246537413429376073e-01
1.115577889447236348e+00,-1.564132700014355670e-01
1.135678391959799249e+00,-1.898472123409638002e-01
1.155778894472361706e+00,-2.248119211676131712e-01
1.175879396984924607e+00,-2.611521859863894512e-01
1.195979899497487509e+00,-2.987058821635031336e-01
1.216080402010050410e+00,-3.373067127400308785e-01
1.236180904522613311e+00,-3.767889171988523245e-01
1.256281407035175768e+00,-4.169898344643749866e-01
1.276381909547738669e+00,-4.577526447161957002e-01
1.296482412060301570e+00,-4.989287535748889724e-01
1.316582914572864471e+00,-5.403789841949042660e-01
