BlockName,BlockTrial,FieldConstants_1,FieldConstants_2,FieldType,MissTrial,RestFlag,TrialNumber,TargetPosition_1,TargetPosition_2,MovementReactionTime,MovementDurationTime,Adaptation
Null,1,0,0,0,0,0,1,7.34788079488412e-16,2,0.539223650470376,0.770505876280367,NaN
Null,2,0,0,0,0,0,2,7.34788079488412e-16,2,0.37683966755867,1.17472295928746,NaN
Null,3,0,0,0,0,0,3,7.34788079488412e-16,2,0.317779154516757,0.674691019579768,NaN
Null,4,0,0,0,0,0,4,7.34788079488412e-16,2,0.315737978555262,0.992666929028928,NaN
Null,5,0,0,0,0,0,5,7.34788079488412e-16,2,0.311050001531839,0.628477094694972,NaN
Null,6,0,0,0,0,0,6,7.34788079488412e-16,2,0.327980892732739,0.82070804387331,NaN
Null,7,0,0,0,0,0,7,7.34788079488412e-16,2,0.301751823164523,0.800988941453397,NaN
Null,8,0,0,0,0,0,8,7.34788079488412e-16,2,0.311373537406325,0.762241939082742,NaN
Null,9,-30,-1.4,2,0,0,9,7.34788079488412e-16,2,0.312419481575489,0.606550294905901,-0.0141518641944759
Null,10,0,0,0,0,0,10,7.34788079488412e-16,2,0.406386991031468,1.60049210581928,NaN
Null,1,0,0,0,0,0,11,7.34788079488412e-16,2,0.309151940979064,0.92403565812856,NaN
Null,2,0,0,0,0,0,12,7.34788079488412e-16,2,0.296633521094918,0.73935355246067,NaN
Null,3,0,0,0,0,0,13,7.34788079488412e-16,2,0.325897537171841,0.638032737188041,NaN
Null,4,0,0,0,0,0,14,7.34788079488412e-16,2,0.29236148390919,0.713194943964481,NaN
Null,5,0,0,0,0,0,15,7.34788079488412e-16,2,0.277833826839924,0.767400956712663,NaN
Null,6,-30,-1.4,2,0,0,16,7.34788079488412e-16,2,0.339361696504056,0.718489520251751,0.0244350052319156
Null,7,0,0,0,0,0,17,7.34788079488412e-16,2,0.32936305180192,1.0430695079267,NaN
Null,8,0,0,0,0,0,18,7.34788079488412e-16,2,0.301818382926285,0.618166862055659,NaN
Null,9,0,0,0,0,0,19,7.34788079488412e-16,2,0.343714677728713,0.541954808868468,NaN
Null,10,0,0,0,0,0,20,7.34788079488412e-16,2,0.284110712818801,0.777832120656967,NaN
Null,1,0,0,0,0,0,21,7.34788079488412e-16,2,0.273886544629931,0.909609913825989,NaN
Null,2,0,0,0,0,0,22,7.34788079488412e-16,2,0.302921135909855,0.853045770898461,NaN
Null,3,-30,-1.4,2,0,0,23,7.34788079488412e-16,2,0.290530716069043,0.754102589562535,-0.0450089707886635
