BlockName,BlockTrial,FieldConstants_1,FieldConstants_2,FieldType,MissTrial,RestFlag,TrialNumber,TargetPosition_1,TargetPosition_2,MovementReactionTime,MovementDurationTime,Adaptation
Null,1,0,0,0,0,0,1,7.34788079488412e-16,2,0.429805419407785,2.1782204117626,NaN
Null,2,0,0,0,0,0,2,7.34788079488412e-16,2,0.313289395533502,1.1367758968845,NaN
Null,3,0,0,0,0,0,3,7.34788079488412e-16,2,0.336543253622949,0.928161409683526,NaN
Null,4,0,0,0,0,0,4,7.34788079488412e-16,2,0.279706774279475,1.0160010010004,NaN
Null,5,-30,-1.4,2,0,0,5,7.34788079488412e-16,2,0.287478459067643,0.872254822403193,0.0227748384098013
Null,6,0,0,0,0,0,6,7.34788079488412e-16,2,0.295466403476894,1.11704972479492,NaN
Null,7,0,0,0,0,0,7,7.34788079488412e-16,2,0.30259345471859,1.37637984193861,NaN
Null,8,0,0,0,0,0,8,7.34788079488412e-16,2,0.291236057877541,0.911437269300222,NaN
Null,9,0,0,0,0,0,9,7.34788079488412e-16,2,0.274352221749723,1.0349723380059,NaN
Null,10,0,0,0,0,0,10,7.34788079488412e-16,2,0.281898626126349,1.18074872065336,NaN
Null,1,0,0,0,0,0,11,7.34788079488412e-16,2,0.31837575789541,1.10379987489432,NaN
Null,2,0,0,0,0,0,12,7.34788079488412e-16,2,0.275435712188482,1.1901773372665,NaN
Null,3,0,0,0,0,0,13,7.34788079488412e-16,2,0.28692866768688,1.01610291283578,NaN
Null,4,0,0,0,0,0,14,7.34788079488412e-16,2,0.30579736083746,1.22358782868832,NaN
Null,5,0,0,0,0,0,15,7.34788079488412e-16,2,0.274979056790471,0.658675634302199,NaN
Null,6,0,0,0,0,0,16,7.34788079488412e-16,2,0.298017143271863,1.07131074182689,NaN
Null,7,0,0,0,0,0,17,7.34788079488412e-16,2,0.299700163304806,1.13315214961767,NaN
Null,8,0,0,0,0,0,18,7.34788079488412e-16,2,0.285375842824578,0.940865125507116,NaN
Null,9,-30,-1.4,2,0,0,19,7.34788079488412e-16,2,0.280718098394573,0.666169619187713,-0.0534387972033932
Null,10,0,0,0,0,0,20,7.34788079488412e-16,2,0.313329868018627,0.971094384789467,NaN
Null,1,0,0,0,0,0,21,7.34788079488412e-16,2,0.289295086637139,0.954292468726635,NaN
Null,2,0,0,0,0,0,22,7.34788079488412e-16,2,0.273521073162556,1.02651530317962,NaN
Null,3,0,0,0,0,0,23,7.34788079488412e-16,2,0.261282059364021,0.952448533847928,NaN
Null,4,0,0,0,0,0,24,7.34788079488412e-16,2,0.264379908330739,0.816610573790967,NaN
Null,5,0,0,0,0,0,25,7.34788079488412e-16,2,0.28303087875247,0.755340168252587,NaN
Null,6,0,0,0,0,0,26,7.34788079488412e-16,2,0.285128375515342,0.899004669860005,NaN
Null,7,0,0,0,0,0,27,7.34788079488412e-16,2,0.284679277800024,0.835492676123977,NaN
Null,8,0,0,0,0,0,28,7.34788079488412e-16,2,0.283030147664249,1.02528723236173,NaN
Null,9,0,0,0,0,0,29,7.34788079488412e-16,2,0.266339653171599,0.869815991260111,NaN
