BlockName,BlockTrial,FieldConstants_1,FieldConstants_2,FieldType,MissTrial,RestFlag,TrialNumber,TargetPosition_1,TargetPosition_2,MovementReactionTime,MovementDurationTime,Adaptation
Null,1,0,0,0,0,0,1,7.34788079488412e-16,2,0.472336107864976,1.32057516649365,NaN
Null,2,0,0,0,0,0,2,7.34788079488412e-16,2,0.309179004281759,1.26796440128237,NaN
Null,3,0,0,0,0,0,3,7.34788079488412e-16,2,0.301738657057285,1.03786172810942,NaN
Null,4,0,0,0,0,0,4,7.34788079488412e-16,2,0.270454432815313,0.694623211398721,NaN
Null,5,0,0,0,0,0,5,7.34788079488412e-16,2,0.299580208025873,0.893022063188255,NaN
Null,6,-30,-1.4,2,0,0,6,7.34788079488412e-16,2,0.25977190118283,0.771669581532478,0.010221405950799
Null,7,0,0,0,0,0,7,7.34788079488412e-16,2,0.287373377010226,1.24856493528932,NaN
Null,8,0,0,0,0,0,8,7.34788079488412e-16,2,0.543000753968954,0.890639308840036,NaN
Null,9,0,0,0,0,0,9,7.34788079488412e-16,2,0.348900270648301,0.845456211827695,NaN
Null,10,0,0,0,0,0,10,7.34788079488412e-16,2,0.382302472367883,0.808066743426025,NaN
Null,1,0,0,0,0,0,11,7.34788079488412e-16,2,0.339445566758513,1.16056857444346,NaN
Null,2,-30,-1.4,2,0,0,12,7.34788079488412e-16,2,0.365620022639632,0.765127429738641,0.0718874395363842
Null,3,0,0,0,0,0,13,7.34788079488412e-16,2,0.309872156009078,0.777788233943284,NaN
Null,4,0,0,0,0,0,14,7.34788079488412e-16,2,0.353338830173016,1.18971824366599,NaN
Null,5,0,0,0,0,0,15,7.34788079488412e-16,2,0.344448058865964,0.873000148683786,NaN
Null,6,0,0,0,0,0,16,7.34788079488412e-16,2,0.349829917773604,1.21306791901588,NaN
Null,7,0,0,0,0,0,17,7.34788079488412e-16,2,0.320827267132699,0.853868628852069,NaN
Null,8,0,0,0,0,0,18,7.34788079488412e-16,2,0.47014693915844,1.02600988559425,NaN
Null,9,0,0,0,0,0,19,7.34788079488412e-16,2,0.33621898572892,0.753797827288508,NaN
Null,10,0,0,0,0,0,20,7.34788079488412e-16,2,0.328957351855934,0.836407451890409,NaN
Null,1,0,0,0,0,0,21,7.34788079488412e-16,2,0.294626234099269,1.05033967643976,NaN
Null,2,0,0,0,0,0,22,7.34788079488412e-16,2,0.329002456739545,0.798631056211889,NaN
Null,3,-30,-1.4,2,0,0,23,7.34788079488412e-16,2,0.336249462328851,0.915382845327258,0.00205314891155538
Null,4,0,0,0,0,0,24,7.34788079488412e-16,2,0.349916714243591,0.967758090235293,NaN
Null,5,0,0,0,0,0,25,7.34788079488412e-16,2,0.337698424234986,0.819516300223768,NaN
Null,6,0,0,0,0,0,26,7.34788079488412e-16,2,0.338262600824237,0.732005854137242,NaN
Null,7,0,0,0,0,0,27,7.34788079488412e-16,2,0.274819605052471,1.06182751152664,NaN
Null,8,0,0,0,0,0,28,7.34788079488412e-16,2,0.287104454822838,1.0274266647175,NaN
Null,9,0,0,0,0,0,29,7.34788079488412e-16,2,0.271525245159864,1.0722979279235,NaN
Null,10,0,0,0,0,0,30,7.34788079488412e-16,2,0.294363163411617,0.631890433840454,NaN
Null,1,0,0,0,0,0,31,7.34788079488412e-16,2,0.296642054803669,0.954188361763954,NaN
Null,2,0,0,0,0,0,32,7.34788079488412e-16,2,0.282730261795223,0.908558361232281,NaN
Null,3,0,0,0,0,0,33,7.34788079488412e-16,2,0.263139891438186,0.918872253037989,NaN
Null,4,-30,-1.4,2,0,0,34,7.34788079488412e-16,2,0.26115966681391,0.896569008938968,0.065330664887391
Null,5,0,0,0,0,0,35,7.34788079488412e-16,2,0.279835994355381,0.787784685380757,NaN
Null,6,0,0,0,0,0,36,7.34788079488412e-16,2,0.277707533910871,1.09085161797702,NaN
Null,7,0,0,0,0,0,37,7.34788079488412e-16,2,0.263215228915215,0.88024325389415,NaN
Null,8,0,0,0,0,0,38,7.34788079488412e-16,2,0.391635759733617,0.830018413253129,NaN
Null,9,0,0,0,0,0,39,7.34788079488412e-16,2,0.326705767773092,0.726981418207288,NaN
Null,10,0,0,0,0,0,40,7.34788079488412e-16,2,0.329076331108809,1.3165237782523,NaN
Null,1,0,0,0,0,0,41,7.34788079488412e-16,2,0.300774876959622,1.19634889718145,NaN
Null,2,-30,-1.4,2,0,0,42,7.34788079488412e-16,2,0.315244263038039,0.896010441705585,-0.0770560281417871
Null,3,0,0,0,0,0,43,7.34788079488412e-16,2,0.289647880010307,0.948918166570365,NaN
Null,4,0,0,0,0,0,44,7.34788079488412e-16,2,0.352928985841572,0.771450395695865,NaN
Null,5,0,0,0,0,0,45,7.34788079488412e-16,2,0.347806783393025,0.787243670783937,NaN
Null,6,0,0,0,0,0,46,7.34788079488412e-16,2,0.300423302687705,0.999145689420402,NaN
Null,7,0,0,0,0,0,47,7.34788079488412e-16,2,0.316609842702746,1.18190169800073,NaN
Null,8,0,0,0,0,0,48,7.34788079488412e-16,2,0.311402062885463,0.861172443255782,NaN
Null,9,0,0,0,0,0,49,7.34788079488412e-16,2,0.324105534702539,0.935186549089849,NaN
Null,10,0,0,0,0,0,50,7.34788079488412e-16,2,0.320766801945865,0.870731255039573,NaN
FieldA,1,-0.15,0,1,0,0,51,7.34788079488412e-16,2,0.352945321239531,1.70699241943657,NaN
FieldA,2,-0.15,0,1,0,0,52,7.34788079488412e-16,2,0.322784572839737,1.47210790216923,NaN
FieldA,3,-0.15,0,1,0,0,53,7.34788079488412e-16,2,0.3301049657166,1.31928468123078,NaN
FieldA,4,-0.15,0,1,0,0,54,7.34788079488412e-16,2,0.320893826894462,0.96890155877918,NaN
FieldA,5,-0.15,0,1,0,0,55,7.34788079488412e-16,2,0.326666025444865,0.92824552487582,NaN
FieldA,6,-30,-1.4,2,0,0,56,7.34788079488412e-16,2,0.344697963446379,0.582708367146552,-0.56795262147772
FieldA,7,-0.15,0,1,0,0,57,7.34788079488412e-16,2,0.360090414062142,1.10868436284363,NaN
FieldA,8,-0.15,0,1,0,0,58,7.34788079488412e-16,2,0.335505354218185,1.39304741937667,NaN
FieldA,9,-0.15,0,1,0,0,59,7.34788079488412e-16,2,0.338567363098264,1.00945177860558,NaN
FieldA,10,-0.15,0,1,0,0,60,7.34788079488412e-16,2,0.259151161648333,1.04369878210127,NaN
FieldA,1,-0.15,0,1,0,0,61,7.34788079488412e-16,2,0.279009966179729,0.884259290993214,NaN
FieldA,2,-30,-1.4,2,0,0,62,7.34788079488412e-16,2,0.295502243563533,0.9106938932091,-1.0050491506897
FieldA,3,-0.15,0,1,0,0,63,7.34788079488412e-16,2,0.311406939290464,1.18060316704214,NaN
FieldA,4,-0.15,0,1,0,0,64,7.34788079488412e-16,2,0.349693140946329,1.18190023489296,NaN
FieldA,5,-0.15,0,1,0,0,65,7.34788079488412e-16,2,0.317569478414953,0.881108047440648,NaN
FieldA,6,-0.15,0,1,0,0,66,7.34788079488412e-16,2,0.423094796016812,1.10247403662652,NaN
FieldA,7,-0.15,0,1,0,0,67,7.34788079488412e-16,2,0.342467347159982,0.966900610364974,NaN
FieldA,8,-0.15,0,1,0,0,68,7.34788079488412e-16,2,0.274628458544612,1.43262654449791,NaN
FieldA,9,-0.15,0,1,0,0,69,7.34788079488412e-16,2,0.306774795055389,0.903383009135723,NaN
FieldA,10,-0.15,0,1,0,0,70,7.34788079488412e-16,2,0.287089094519615,0.740498727187514,NaN
FieldA,1,-0.15,0,1,0,0,71,7.34788079488412e-16,2,0.270420298911631,0.997359050437808,NaN
FieldA,2,-0.15,0,1,0,0,72,7.34788079488412e-16,2,0.229945903643966,1.05979340523481,NaN
FieldA,3,-0.15,0,1,0,0,73,7.34788079488412e-16,2,0.25788383744657,0.872798519209027,NaN
FieldA,4,-30,-1.4,2,0,0,74,7.34788079488412e-16,2,0.384288547560573,0.607826882973313,-0.630863854840567
FieldA,5,-0.15,0,1,0,0,75,7.34788079488412e-16,2,0.32295938488096,0.837239330634475,NaN
FieldA,6,-0.15,0,1,0,0,76,7.34788079488412e-16,2,0.270698729902506,0.932250102050602,NaN
FieldA,7,-0.15,0,1,0,0,77,7.34788079488412e-16,2,0.341674719937146,2.84625980909914,NaN
FieldA,8,-0.15,0,1,0,0,78,7.34788079488412e-16,2,0.443699171766639,1.03906614892185,NaN
FieldA,9,-0.15,0,1,0,0,79,7.34788079488412e-16,2,0.320590039715171,1.1538638016209,NaN
FieldA,10,-0.15,0,1,0,0,80,7.34788079488412e-16,2,0.299785495735705,1.26327544916421,NaN
FieldA,1,-0.15,0,1,0,0,81,7.34788079488412e-16,2,0.273601775057614,1.02226935420185,NaN
FieldA,2,-0.15,0,1,0,0,82,7.34788079488412e-16,2,0.260154195129871,1.01165533345193,NaN
FieldA,3,-0.15,0,1,0,0,83,7.34788079488412e-16,2,0.258954650722444,2.12389810103923,NaN
FieldA,4,-0.15,0,1,0,0,84,7.34788079488412e-16,2,0.301790345460176,1.0567279830575,NaN
FieldA,5,-0.15,0,1,0,0,85,7.34788079488412e-16,2,0.320409864187241,1.10589420236647,NaN
FieldA,6,-0.15,0,1,0,0,86,7.34788079488412e-16,2,0.284168495796621,1.10777080710977,NaN
FieldA,7,-0.15,0,1,0,0,87,7.34788079488412e-16,2,0.292596029117703,1.25288719683886,NaN
FieldA,8,-0.15,0,1,0,0,88,7.34788079488412e-16,2,0.299690410494804,1.19970494136214,NaN
FieldA,9,-30,-1.4,2,0,0,89,7.34788079488412e-16,2,0.330050840042531,0.591018627397716,-0.772520558186307
FieldA,10,-0.15,0,1,0,0,90,7.34788079488412e-16,2,0.297581697814167,0.911334381438792,NaN
FieldA,1,-0.15,0,1,0,0,91,7.34788079488412e-16,2,0.271478922106326,0.989134611561894,NaN
FieldA,2,-0.15,0,1,0,0,92,7.34788079488412e-16,2,0.28199614956975,1.11184413917363,NaN
FieldA,3,-0.15,0,1,0,0,93,7.34788079488412e-16,2,0.256765237078071,0.899114141240716,NaN
FieldA,4,-0.15,0,1,0,0,94,7.34788079488412e-16,2,0.286127020604908,0.910389374010265,NaN
FieldA,5,-0.15,0,1,0,0,95,7.34788079488412e-16,2,0.262092971242964,1.07550963573158,NaN
FieldA,6,-0.15,0,1,0,0,96,7.34788079488412e-16,2,0.284297471866012,1.02413888741285,NaN
FieldA,7,-0.15,0,1,0,0,97,7.34788079488412e-16,2,0.29032981581986,0.837523369118571,NaN
FieldA,8,-0.15,0,1,0,0,98,7.34788079488412e-16,2,0.296651562675834,0.974353635683656,NaN
FieldA,9,-0.15,0,1,0,0,99,7.34788079488412e-16,2,0.290336155332625,0.951408441178501,NaN
FieldA,10,-30,-1.4,2,0,0,100,7.34788079488412e-16,2,0.2818403551355,0.85013029165566,-0.888825512027802
FieldA,1,-0.15,0,1,0,0,101,7.34788079488412e-16,2,0.251960231922567,1.03808676544577,NaN
FieldA,2,-0.15,0,1,0,0,102,7.34788079488412e-16,2,0.363459380343556,0.930185032077134,NaN
FieldA,3,-0.15,0,1,0,0,103,7.34788079488412e-16,2,0.280125396326184,0.964428865350783,NaN
FieldA,4,-0.15,0,1,0,0,104,7.34788079488412e-16,2,0.308956162072718,1.03605046495795,NaN
