BlockName,BlockTrial,FieldConstants_1,FieldConstants_2,FieldType,MissTrial,RestFlag,TrialNumber,TargetPosition_1,TargetPosition_2,MovementReactionTime,MovementDurationTime,Adaptation
Null,1,0,0,0,0,0,1,7.34788079488412e-16,2,0.40763749089092,1.13390893582255,NaN
Null,2,0,0,0,0,0,2,7.34788079488412e-16,2,0.331237949430943,1.14961443841457,NaN
Null,3,0,0,0,0,0,3,7.34788079488412e-16,2,0.297769431956112,1.17909178882837,NaN
Null,4,0,0,0,0,0,4,7.34788079488412e-16,2,0.303014270961285,1.5055269272998,NaN
Null,5,0,0,0,0,0,5,7.34788079488412e-16,2,0.222749854438007,1.43634781520814,NaN
Null,6,0,0,0,0,0,6,7.34788079488412e-16,2,0.356095101684332,1.14438886102289,NaN
Null,7,0,0,0,0,0,7,7.34788079488412e-16,2,0.315403714776039,1.04520455095917,NaN
Null,8,0,0,0,0,0,8,7.34788079488412e-16,2,0.288169416598976,1.06012401171029,NaN
Null,9,-30,-1.4,2,0,0,9,7.34788079488412e-16,2,0.297797226347029,0.532473285682499,0.0810090131388214
Null,10,0,0,0,0,0,10,7.34788079488412e-16,2,0.258061330765486,1.05251494795084,NaN
Null,1,0,0,0,0,0,11,7.34788079488412e-16,2,0.312506034038961,0.988567265681922,NaN
Null,2,0,0,0,0,0,12,7.34788079488412e-16,2,0.312358041293919,0.752854526042938,NaN
Null,3,-30,-1.4,2,0,0,13,7.34788079488412e-16,2,0.382226159796119,0.603437573648989,0.105625408721216
Null,4,0,0,0,0,0,14,7.34788079488412e-16,2,0.225454437546432,1.03775347676128,NaN
Null,5,0,0,0,0,0,15,7.34788079488412e-16,2,0.286274769343436,0.909351231530309,NaN
Null,6,0,0,0,0,0,16,7.34788079488412e-16,2,0.286082890816033,0.815443213097751,NaN
Null,7,0,0,0,0,0,17,7.34788079488412e-16,2,0.259102886542678,1.28211000934243,NaN
Null,8,0,0,0,0,0,18,7.34788079488412e-16,2,0.287299015559256,0.939645832404494,NaN
Null,9,0,0,0,0,0,19,7.34788079488412e-16,2,0.267356095835567,0.694256520830095,NaN
Null,10,0,0,0,0,0,20,7.34788079488412e-16,2,0.290265694260597,0.961719405837357,NaN
Null,1,0,0,0,0,0,21,7.34788079488412e-16,2,0.260223437100649,0.954398281872272,NaN
Null,2,0,0,0,0,0,22,7.34788079488412e-16,2,0.306140401400626,1.12447373662144,NaN
Null,3,0,0,0,0,0,23,7.34788079488412e-16,2,0.288422735407948,0.818592261523008,NaN
Null,4,0,0,0,0,0,24,7.34788079488412e-16,2,0.292267860844731,0.612155728042126,NaN
Null,5,0,0,0,0,0,25,7.34788079488412e-16,2,0.451070764102042,0.64650269318372,NaN
Null,6,0,0,0,0,0,26,7.34788079488412e-16,2,0.283113286830485,0.880117936059833,NaN
Null,7,0,0,0,0,0,27,7.34788079488412e-16,2,0.217276809737086,1.04410570021719,NaN
Null,8,0,0,0,0,0,28,7.34788079488412e-16,2,0.238138159736991,0.681819777935743,NaN
Null,9,-30,-1.4,2,0,0,29,7.34788079488412e-16,2,0.245335916988552,0.838437655940652,0.0792580571321326
Null,10,0,0,0,0,0,30,7.34788079488412e-16,2,0.317779398523271,0.989849706180394,NaN
Null,1,0,0,0,0,0,31,7.34788079488412e-16,2,0.296798093244433,1.06593302637339,NaN
Null,2,0,0,0,0,0,32,7.34788079488412e-16,2,0.227608498185873,0.699564019218087,NaN
Null,3,0,0,0,0,0,33,7.34788079488412e-16,2,0.281953969970345,0.913656427524984,NaN
Null,4,0,0,0,0,0,34,7.34788079488412e-16,2,0.26921880338341,1.28236405923963,NaN
Null,5,0,0,0,0,0,35,7.34788079488412e-16,2,0.278859291225672,1.06396865006536,NaN
Null,6,-30,-1.4,2,0,0,36,7.34788079488412e-16,2,0.22769358754158,0.742329008877277,0.0817143344370195
Null,7,0,0,0,0,0,37,7.34788079488412e-16,2,0.219478899613023,1.41565444879234,NaN
Null,8,0,0,0,0,0,38,7.34788079488412e-16,2,0.252949368208647,0.715250749140978,NaN
Null,9,0,0,0,0,0,39,7.34788079488412e-16,2,0.283965402282774,0.769671559333801,NaN
Null,10,0,0,0,0,0,40,7.34788079488412e-16,2,0.263324699364603,0.896879379637539,NaN
Null,1,0,0,0,0,0,41,7.34788079488412e-16,2,0.448142850771546,0.83536687027663,NaN
Null,2,0,0,0,0,0,42,7.34788079488412e-16,2,0.289148312993348,0.92942142020911,NaN
Null,3,0,0,0,0,0,43,7.34788079488412e-16,2,0.26115722861141,0.972018424421549,NaN
Null,4,0,0,0,0,0,44,7.34788079488412e-16,2,0.208908277563751,0.905264733359218,NaN
Null,5,0,0,0,0,0,45,7.34788079488412e-16,2,0.245596793480217,0.640187284909189,NaN
Null,6,0,0,0,0,0,46,7.34788079488412e-16,2,0.343542304821312,0.67455546092242,NaN
Null,7,0,0,0,0,0,47,7.34788079488412e-16,2,0.289272656664252,0.869963496923447,NaN
Null,8,-30,-1.4,2,0,0,48,7.34788079488412e-16,2,0.336217279545963,0.85529394261539,0.203712667539274
Null,9,0,0,0,0,0,49,7.34788079488412e-16,2,0.248657094314694,0.865495680831373,NaN
Null,10,0,0,0,0,0,50,7.34788079488412e-16,2,0.260073250159621,0.606730470433831,NaN
FieldA,1,-0.15,0,1,0,0,51,7.34788079488412e-16,2,0.279780892655253,1.66545281838626,NaN
FieldA,2,-0.15,0,1,0,0,52,7.34788079488412e-16,2,0.265379528515041,1.75204288307577,NaN
FieldA,3,-0.15,0,1,0,0,53,7.34788079488412e-16,2,0.232859675772488,0.712042941711843,NaN
FieldA,4,-0.15,0,1,0,0,54,7.34788079488412e-16,2,0.219477193430066,1.21636959258467,NaN
FieldA,5,-0.15,0,1,0,0,55,7.34788079488412e-16,2,0.236069188453257,1.34073239564896,NaN
FieldA,6,-30,-1.4,2,0,0,56,7.34788079488412e-16,2,0.280993603169918,0.837411460466683,-0.454055851326555
FieldA,7,-0.15,0,1,0,0,57,7.34788079488412e-16,2,0.277699000202119,1.55273291375488,NaN
FieldA,8,-0.15,0,1,0,0,58,7.34788079488412e-16,2,0.232063392177224,1.01984612643719,NaN
FieldA,9,-0.15,0,1,0,0,59,7.34788079488412e-16,2,0.25814251974225,1.03378668893129,NaN
FieldA,10,-0.15,0,1,0,0,60,7.34788079488412e-16,2,0.239295525476336,1.19981416873634,NaN
