BlockName,BlockTrial,FieldConstants_1,FieldConstants_2,FieldType,MissTrial,RestFlag,TrialNumber,TargetPosition_1,TargetPosition_2,MovementReactionTime,MovementDurationTime,Adaptation
Null,1,0,0,0,0,0,1,7.34788079488412e-16,2,0.325003487057984,1.84411477018148,NaN
Null,2,-30,-1.4,2,0,0,2,7.34788079488412e-16,2,0.309190463274717,1.23806867469102,-0.0494487454359034
Null,3,0,0,0,0,0,3,7.34788079488412e-16,2,0.755052716471255,1.18125267606229,NaN
Null,4,0,0,0,0,0,4,7.34788079488412e-16,2,0.330091799609363,1.84742619656026,NaN
Null,5,0,0,0,0,0,5,7.34788079488412e-16,2,0.287305842153728,0.900024039670825,NaN
Null,6,0,0,0,0,0,6,7.34788079488412e-16,2,0.331119458191097,1.38497365359217,NaN
Null,7,0,0,0,0,0,7,7.34788079488412e-16,2,0.294418752193451,1.23434911016375,NaN
Null,8,0,0,0,0,0,8,7.34788079488412e-16,2,0.248715121299028,1.05895957536995,NaN
Null,9,0,0,0,0,0,9,7.34788079488412e-16,2,0.32160160690546,1.00791236292571,NaN
Null,10,0,0,0,0,0,10,7.34788079488412e-16,2,0.34978261962533,1.04356761276722,NaN
Null,1,0,0,0,0,0,11,7.34788079488412e-16,2,0.295655355788767,1.30662582721561,NaN
Null,2,0,0,0,0,0,12,7.34788079488412e-16,2,0.268382048234344,1.07570443954319,NaN
Null,3,-30,-1.4,2,0,0,13,7.34788079488412e-16,2,0.322848694398999,0.905680186115205,0.170813016487973
Null,4,0,0,0,0,0,14,7.34788079488412e-16,2,0.260063985362649,1.29155106004328,NaN
Null,5,0,0,0,0,0,15,7.34788079488412e-16,2,0.338341595605016,1.58709085080773,NaN
Null,6,0,0,0,0,0,16,7.34788079488412e-16,2,0.298836343921721,1.17145200446248,NaN
Null,7,0,0,0,0,0,17,7.34788079488412e-16,2,0.294214196503162,1.38206475786865,NaN
Null,8,0,0,0,0,0,18,7.34788079488412e-16,2,0.300735379569232,1.28793901577592,NaN
Null,9,0,0,0,0,0,19,7.34788079488412e-16,2,0.294678409583867,1.41179249994457,NaN
Null,10,0,0,0,0,0,20,7.34788079488412e-16,2,0.310140834189951,1.27082770504057,NaN
Null,1,0,0,0,0,0,21,7.34788079488412e-16,2,0.469936775974929,1.03411583323032,NaN
