BlockName,BlockTrial,FieldConstants_1,FieldConstants_2,FieldType,MissTrial,RestFlag,TrialNumber,TargetPosition_1,TargetPosition_2,MovementReactionTime,MovementDurationTime,Adaptation
Null,1,0,0,0,0,0,1,7.34788079488412e-16,2,0.496278973296285,1.27490347623825,NaN
Null,2,0,0,0,0,0,2,7.34788079488412e-16,2,0.389729653485119,1.06066185608506,NaN
Null,3,0,0,0,0,0,3,7.34788079488412e-16,2,0.36766851413995,1.07840926665813,NaN
Null,4,0,0,0,0,0,4,7.34788079488412e-16,2,0.366285136900842,1.11930203996599,NaN
Null,5,0,0,0,0,0,5,7.34788079488412e-16,2,0.330425331369042,0.749307092279196,NaN
Null,6,0,0,0,0,0,6,7.34788079488412e-16,2,0.431461377069354,1.08857297059149,NaN
Null,7,0,0,0,0,0,7,7.34788079488412e-16,2,0.419766791164875,0.944526175037026,NaN
Null,8,0,0,0,0,0,8,7.34788079488412e-16,2,0.421134564094245,0.926836059428751,NaN
Null,9,0,0,0,0,0,9,7.34788079488412e-16,2,0.388255579397082,1.07809670269489,NaN
Null,10,-30,-1.4,2,0,0,10,7.34788079488412e-16,2,0.445030130445957,0.880008708685637,-0.0817984622540665
Null,1,0,0,0,0,0,11,7.34788079488412e-16,2,0.399646622128785,1.07011168450117,NaN
Null,2,0,0,0,0,0,12,7.34788079488412e-16,2,0.38428098987788,0.864374886266887,NaN
Null,3,0,0,0,0,0,13,7.34788079488412e-16,2,0.3894246481359,0.892887479625642,NaN
Null,4,0,0,0,0,0,14,7.34788079488412e-16,2,0.383295265957713,1.1558350045234,NaN
Null,5,0,0,0,0,0,15,7.34788079488412e-16,2,0.343604232184589,0.98786289896816,NaN
Null,6,0,0,0,0,0,16,7.34788079488412e-16,2,0.372861909680068,0.843443074263632,NaN
Null,7,0,0,0,0,0,17,7.34788079488412e-16,2,0.372078548185527,0.645299491472542,NaN
Null,8,-30,-1.4,2,0,0,18,7.34788079488412e-16,2,0.383499091491103,0.827613471075892,0.00687417919736726
Null,9,0,0,0,0,0,19,7.34788079488412e-16,2,0.388581796549261,0.972071330994368,NaN
Null,10,0,0,0,0,0,20,7.34788079488412e-16,2,0.476459421217442,1.07309055328369,NaN
