BlockName,BlockTrial,ControlPoint,FieldConstants_1,FieldConstants_2,FieldType,MissTrial,RestFlag,TrialNumber,TargetPosition_1,TargetPosition_2,MovementReactionTime,MovementDurationTime,Adaptation
Null12,1,-1,0,0,0,0,0,1,7.34788079488412e-16,2,0.375143847893924,0.770453437231481,NaN
Null12,2,1,0,0,0,0,0,2,7.34788079488412e-16,2,0.319620583206415,0.86518080951646,NaN
Null12,3,1,0,0,0,0,0,3,7.34788079488412e-16,2,0.301836862228811,1.15870839403942,NaN
Null12,4,-1,0,0,0,0,0,4,7.34788079488412e-16,2,0.341139468830079,0.707514457870275,NaN
Null12,5,1,0,0,0,0,0,5,7.34788079488412e-16,2,0.366618311032653,0.776028145570308,NaN
Null12,6,-1,0,0,0,0,0,6,7.34788079488412e-16,2,0.352004359476268,0.858980729244649,NaN
Null12,7,-1,0,0,0,0,0,7,7.34788079488412e-16,2,0.340876398142427,0.668302304577082,NaN
Null12,8,1,0,0,0,0,0,8,7.34788079488412e-16,2,0.339099756907672,0.956127181183547,NaN
Null12,9,-1,0,0,0,0,0,9,7.34788079488412e-16,2,0.309327670373023,0.724415588658303,NaN
Null12,10,1,0,0,0,0,0,10,7.34788079488412e-16,2,0.305041252635419,0.844450891483575,NaN
Null12,11,-1,0,0,0,0,0,11,7.34788079488412e-16,2,0.280681984033436,0.953062249813229,NaN
Null12,12,1,0,0,0,0,0,12,7.34788079488412e-16,2,0.295325193554163,0.727649236097932,NaN
Triplet4,1,-1,-30,-1.4,2,0,0,13,7.34788079488412e-16,2,0.258462389465421,1.02793254237622,0.0377144727452619
Triplet4,2,1,0.15,0,1,0,0,14,7.34788079488412e-16,2,0.315606744494289,2.34564677812159,NaN
Triplet4,3,-1,-30,-1.4,2,0,0,15,7.34788079488412e-16,2,0.316495918668807,0.930221672169864,0.266804016803832
Null8,1,-1,0,0,0,0,0,16,7.34788079488412e-16,2,0.345090161077678,1.16131496336311,NaN
Null8,2,1,0,0,0,0,0,17,7.34788079488412e-16,2,0.334181628189981,1.18395561678335,NaN
Null8,3,-1,0,0,0,0,0,18,7.34788079488412e-16,2,0.352019963320345,1.07413837639615,NaN
Null8,4,-1,0,0,0,0,0,19,7.34788079488412e-16,2,0.271279220469296,0.716021221596748,NaN
Null8,5,1,0,0,0,0,0,20,7.34788079488412e-16,2,0.335277552716434,1.05550741637126,NaN
Null8,6,1,0,0,0,0,0,21,7.34788079488412e-16,2,0.316249427385628,0.962159519549459,NaN
Null8,7,-1,0,0,0,0,0,22,7.34788079488412e-16,2,0.310411404818296,0.795052370522171,NaN
Null8,8,1,0,0,0,0,0,23,7.34788079488412e-16,2,0.314366972539574,0.966506646480411,NaN
Triplet2,1,-1,-30,-1.4,2,0,0,24,7.34788079488412e-16,2,0.321734169498086,0.877699704375118,0.010746368377765
Triplet2,2,1,-0.15,0,1,0,0,25,7.34788079488412e-16,2,0.288200343493372,2.10269092768431,NaN
Triplet2,3,-1,-30,-1.4,2,0,0,26,7.34788079488412e-16,2,0.318509054835886,0.871630793903023,-0.0407701743011611
Null10,1,1,0,0,0,0,0,27,7.34788079488412e-16,2,0.374654034152627,0.899237851146609,NaN
Null10,2,1,0,0,0,0,0,28,7.34788079488412e-16,2,0.364327475428581,0.783044256269932,NaN
Null10,3,1,0,0,0,0,0,29,7.34788079488412e-16,2,0.342749344184995,0.690743522252887,NaN
Null10,4,-1,0,0,0,0,0,30,7.34788079488412e-16,2,0.324755702633411,0.674351466353983,NaN
Null10,5,-1,0,0,0,0,0,31,7.34788079488412e-16,2,0.358458001166582,0.680602746549994,NaN
Null10,6,1,0,0,0,0,0,32,7.34788079488412e-16,2,0.329247652087361,0.747118900995702,NaN
Null10,7,-1,0,0,0,0,0,33,7.34788079488412e-16,2,0.306749871000648,0.672198383137584,NaN
Null10,8,1,0,0,0,0,0,34,7.34788079488412e-16,2,0.348030992783606,0.69263816671446,NaN
Null10,9,-1,0,0,0,0,0,35,7.34788079488412e-16,2,0.314296755474061,0.915471430402249,NaN
Null10,10,-1,0,0,0,0,0,36,7.34788079488412e-16,2,0.342275621835142,1.01899886876345,NaN
Triplet3,1,-1,-30,-1.4,2,0,0,37,7.34788079488412e-16,2,0.405532285105437,0.809625362046063,0.087967742754174
Triplet3,2,-1,-0.15,0,1,0,0,38,7.34788079488412e-16,2,0.388127443846315,1.96010883664712,NaN
Triplet3,3,-1,-30,-1.4,2,0,0,39,7.34788079488412e-16,2,0.3448924315162,0.970950809307396,-0.116246953094721
Null8,1,1,0,0,0,0,0,40,7.34788079488412e-16,2,0.407623684499413,1.00520119164139,NaN
Null8,2,1,0,0,0,0,0,41,7.34788079488412e-16,2,0.385473332367837,0.987383337225765,NaN
Null8,3,-1,0,0,0,0,0,42,7.34788079488412e-16,2,0.310899754986167,0.917779088951647,NaN
Null8,4,1,0,0,0,0,0,43,7.34788079488412e-16,2,0.374218102544546,0.658786900341511,NaN
Null8,5,1,0,0,0,0,0,44,7.34788079488412e-16,2,0.371786100789905,0.917704970575869,NaN
Null8,6,-1,0,0,0,0,0,45,7.34788079488412e-16,2,0.300915017724037,0.870186221785843,NaN
Null8,7,-1,0,0,0,0,0,46,7.34788079488412e-16,2,0.2790014045313,0.948690010700375,NaN
Null8,8,-1,0,0,0,0,0,47,7.34788079488412e-16,2,0.277624123729765,0.958184690680355,NaN
Triplet1,1,-1,-30,-1.4,2,0,0,48,7.34788079488412e-16,2,0.326588663738221,0.85307955974713,0.00595636273137435
Triplet1,2,-1,0.15,0,1,0,0,49,7.34788079488412e-16,2,0.310432615689933,1.99348930688575,NaN
Triplet1,3,-1,-30,-1.4,2,0,0,50,7.34788079488412e-16,2,0.43772491440177,0.99788275687024,0.258798372366319
Null10,1,-1,0,0,0,0,0,51,7.34788079488412e-16,2,0.333223212510347,0.917868810705841,NaN
Null10,2,1,0,0,0,0,0,52,7.34788079488412e-16,2,0.347574093844742,0.816360604483634,NaN
Null10,3,1,0,0,0,0,0,53,7.34788079488412e-16,2,0.401104457676411,0.942607203032821,NaN
Null10,4,-1,0,0,0,0,0,54,7.34788079488412e-16,2,0.279835965018719,0.84449916658923,NaN
Null10,5,-1,0,0,0,0,0,55,7.34788079488412e-16,2,0.321851685643196,0.647735252045095,NaN
Null10,6,-1,0,0,0,0,0,56,7.34788079488412e-16,2,0.300761905033141,0.742126654367894,NaN
Null10,7,1,0,0,0,0,0,57,7.34788079488412e-16,2,0.31540462654084,0.619821726344526,NaN
Null10,8,-1,0,0,0,0,0,58,7.34788079488412e-16,2,0.364519353955984,0.958546747919172,NaN
Null10,9,1,0,0,0,0,0,59,7.34788079488412e-16,2,0.300860404036939,0.962307756301016,NaN
Null10,10,1,0,0,0,0,0,60,7.34788079488412e-16,2,0.377875491045415,0.778639103285968,NaN
Triplet2,1,-1,-30,-1.4,2,0,0,61,7.34788079488412e-16,2,0.303785145282745,0.497649187222123,0.127389554513777
Triplet2,2,1,-0.15,0,1,0,0,62,7.34788079488412e-16,2,0.315551643725485,1.48233086941764,NaN
Triplet2,3,-1,-30,-1.4,2,0,0,63,7.34788079488412e-16,2,0.338157189078629,0.823622231371701,-0.0109661525453786
Null12,1,1,0,0,0,0,0,64,7.34788079488412e-16,2,0.379853275138885,1.0123823620379,NaN
Null12,2,-1,0,0,0,0,0,65,7.34788079488412e-16,2,0.333738382905722,0.666769229341298,NaN
Null12,3,-1,0,0,0,0,0,66,7.34788079488412e-16,2,0.29172192979604,0.857957947533578,NaN
Null12,4,-1,0,0,0,0,0,67,7.34788079488412e-16,2,0.341868215706199,1.1217758608982,NaN
Null12,5,1,0,0,0,0,0,68,7.34788079488412e-16,2,0.319468446075916,2.40664454502985,NaN
Null12,6,1,0,0,0,0,0,69,7.34788079488412e-16,2,0.350686080288142,1.00409746542573,NaN
Null12,7,-1,0,0,0,0,0,70,7.34788079488412e-16,2,0.385333141312003,0.869423585012555,NaN
Null12,8,-1,0,0,0,0,0,71,7.34788079488412e-16,2,0.323928456287831,0.753405777271837,NaN
Null12,9,1,0,0,0,0,0,72,7.34788079488412e-16,2,0.443536362145096,0.707578579895198,NaN
Null12,10,1,0,0,0,0,0,73,7.34788079488412e-16,2,0.325751421507448,0.880100254435092,NaN
Null12,11,-1,0,0,0,0,0,74,7.34788079488412e-16,2,0.300737280398607,0.913474629167467,NaN
Null12,12,1,0,0,0,0,0,75,7.34788079488412e-16,2,0.341674875002354,0.944664712995291,NaN
Triplet1,1,-1,-30,-1.4,2,0,0,76,7.34788079488412e-16,2,0.313265196513385,0.590790820773691,0.1036330550118
Triplet1,2,-1,0.15,0,1,0,0,77,7.34788079488412e-16,2,0.354835477191955,1.90555398445576,NaN
Triplet1,3,-1,-30,-1.4,2,0,0,78,7.34788079488412e-16,2,0.416432528290898,0.640303445514292,0.205426587804301
Null12,1,-1,0,0,0,0,0,79,7.34788079488412e-16,2,0.348540067672729,1.41351144434884,NaN
Null12,2,1,0,0,0,0,0,80,7.34788079488412e-16,2,0.268357892986387,0.766944284550846,NaN
Null12,3,1,0,0,0,0,0,81,7.34788079488412e-16,2,0.415548474527895,0.840055247303098,NaN
Null12,4,1,0,0,0,0,0,82,7.34788079488412e-16,2,0.337398940697312,0.59391353558749,NaN
Null12,5,1,0,0,0,0,0,83,7.34788079488412e-16,2,0.32666107499972,1.13160114688799,NaN
Null12,6,-1,0,0,0,0,0,84,7.34788079488412e-16,2,0.30827319342643,0.815491666551679,NaN
Null12,7,1,0,0,0,0,0,85,7.34788079488412e-16,2,0.341916490346193,0.882448873482645,NaN
Null12,8,-1,0,0,0,0,0,86,7.34788079488412e-16,2,0.285150771960616,0.713827421423048,NaN
Null12,9,1,0,0,0,0,0,87,7.34788079488412e-16,2,0.331010396126658,0.603993846103549,NaN
Null12,10,-1,0,0,0,0,0,88,7.34788079488412e-16,2,0.425104837864637,1.00057685328647,NaN
Null12,11,-1,0,0,0,0,0,89,7.34788079488412e-16,2,0.315320999827236,0.734391304664314,NaN
Null12,12,-1,0,0,0,0,0,90,7.34788079488412e-16,2,0.323889690916985,0.771126108244061,NaN
Triplet4,1,-1,-30,-1.4,2,0,0,91,7.34788079488412e-16,2,0.321944089606404,0.669954846147448,0.0925600300476769
Triplet4,2,1,0.15,0,1,0,0,92,7.34788079488412e-16,2,0.223129248246551,2.11004300834611,NaN
Triplet4,3,-1,-30,-1.4,2,0,0,93,7.34788079488412e-16,2,0.283119837287813,0.509179190266877,0.222264148702793
Null10,1,1,0,0,0,0,0,94,7.34788079488412e-16,2,0.345027257688344,0.91014492046088,NaN
Null10,2,-1,0,0,0,0,0,95,7.34788079488412e-16,2,0.290111567359418,0.942837359849364,NaN
Null10,3,-1,0,0,0,0,0,96,7.34788079488412e-16,2,0.272049902938306,0.891864315140992,NaN
Null10,4,-1,0,0,0,0,0,97,7.34788079488412e-16,2,0.284969133790582,0.776645959354937,NaN
Null10,5,1,0,0,0,0,0,98,7.34788079488412e-16,2,0.339502286631614,0.745065292343497,NaN
Null10,6,1,0,0,0,0,0,99,7.34788079488412e-16,2,0.455582022666931,0.900708023458719,NaN
Null10,7,1,0,0,0,0,0,100,7.34788079488412e-16,2,0.376301455777138,0.906745970249176,NaN
Null10,8,-1,0,0,0,0,0,101,7.34788079488412e-16,2,0.288668213877827,0.863176450133324,NaN
Null10,9,1,0,0,0,0,0,102,7.34788079488412e-16,2,0.269452354870737,0.797192043624818,NaN
Null10,10,-1,0,0,0,0,0,103,7.34788079488412e-16,2,0.300624884199351,0.927907430566847,NaN
Triplet3,1,-1,-30,-1.4,2,0,0,104,7.34788079488412e-16,2,0.288452198728919,0.783681574743241,-0.0133005775607382
Triplet3,2,-1,-0.15,0,1,0,0,105,7.34788079488412e-16,2,0.294234632980078,1.68064907006919,NaN
Triplet3,3,-1,-30,-1.4,2,0,0,106,7.34788079488412e-16,2,0.283332195598632,0.643863554112613,-0.03664920323499
Null8,1,1,0,0,0,0,0,107,7.34788079488412e-16,2,0.319391646422446,0.855099522974342,NaN
Null8,2,1,0,0,0,0,0,108,7.34788079488412e-16,2,0.26234237710014,0.830689054913819,NaN
Null8,3,1,0,0,0,0,0,109,7.34788079488412e-16,2,0.349798125680536,0.748885789420456,NaN
Null8,4,1,0,0,0,0,0,110,7.34788079488412e-16,2,0.235043251886964,0.97929397597909,NaN
Null8,5,-1,0,0,0,0,0,111,7.34788079488412e-16,2,0.31445133080706,0.591723880730569,NaN
Null8,6,-1,0,0,0,0,0,112,7.34788079488412e-16,2,0.327961556147784,0.673230185639113,NaN
Null8,7,-1,0,0,0,0,0,113,7.34788079488412e-16,2,0.321467685513198,0.856433893553913,NaN
Null8,8,-1,0,0,0,0,0,114,7.34788079488412e-16,2,0.287437706254423,0.911312037613243,NaN
Triplet4,1,-1,-30,-1.4,2,0,0,115,7.34788079488412e-16,2,0.300758248195052,0.529781595338136,0.00653805602660253
Triplet4,2,1,0.15,0,1,0,0,116,7.34788079488412e-16,2,0.313259833026677,1.49482684675604,NaN
Triplet4,3,-1,-30,-1.4,2,0,0,117,7.34788079488412e-16,2,0.318946205545217,0.463840099517256,0.130283383625696
Null12,1,-1,0,0,0,0,0,118,7.34788079488412e-16,2,0.269535981118679,0.885084211826324,NaN
Null12,2,1,0,0,0,0,0,119,7.34788079488412e-16,2,0.343778220936656,0.794128575362265,NaN
Null12,3,-1,0,0,0,0,0,120,7.34788079488412e-16,2,0.208033528644592,0.914230926893651,NaN
Null12,4,1,0,0,0,0,0,121,7.34788079488412e-16,2,0.172615541610867,0.936037263832986,NaN
Null12,5,1,0,0,0,0,0,122,7.34788079488412e-16,2,0.265339773148298,0.811831351835281,NaN
Null12,6,1,0,0,0,0,0,123,7.34788079488412e-16,2,0.289957479573786,0.935484547168016,NaN
Null12,7,-1,0,0,0,0,0,124,7.34788079488412e-16,2,0.253696154803038,0.743257931433618,NaN
Null12,8,1,0,0,0,0,0,125,7.34788079488412e-16,2,0.255602258257568,1.07836213568226,NaN
Null12,9,-1,0,0,0,0,0,126,7.34788079488412e-16,2,0.257717307657003,0.813053569756448,NaN
Null12,10,1,0,0,0,0,0,127,7.34788079488412e-16,2,0.293809428811073,0.7921929708682,NaN
Null12,11,-1,0,0,0,0,0,128,7.34788079488412e-16,2,0.26933508226648,0.985546231269836,NaN
Null12,12,-1,0,0,0,0,0,129,7.34788079488412e-16,2,0.33840563101694,1.00508318794891,NaN
Triplet1,1,-1,-30,-1.4,2,0,0,130,7.34788079488412e-16,2,0.294795150868595,0.864964549895376,-0.0125424859468808
Triplet1,2,-1,0.15,0,1,0,0,131,7.34788079488412e-16,2,0.291143369860947,2.02183266868815,NaN
Triplet1,3,-1,-30,-1.4,2,0,0,132,7.34788079488412e-16,2,0.289467909839004,0.608206145931035,0.212159719398093
Null10,1,-1,0,0,0,0,0,133,7.34788079488412e-16,2,0.338500473182648,1.04928441857919,NaN
Null10,2,1,0,0,0,0,0,134,7.34788079488412e-16,2,0.300913067534566,1.03938355157152,NaN
Null10,3,-1,0,0,0,0,0,135,7.34788079488412e-16,2,0.25208627898246,1.21204054076225,NaN
Null10,4,1,0,0,0,0,0,136,7.34788079488412e-16,2,0.264112435281277,1.02377461269498,NaN
Null10,5,1,0,0,0,0,0,137,7.34788079488412e-16,2,0.254610440693796,1.14717473369092,NaN
Null10,6,-1,0,0,0,0,0,138,7.34788079488412e-16,2,0.285380440764129,0.995956172700971,NaN
Null10,7,-1,0,0,0,0,0,139,7.34788079488412e-16,2,0.302739933133125,1.01444426039234,NaN
Null10,8,-1,0,0,0,0,0,140,7.34788079488412e-16,2,0.386516106314957,0.797556783538312,NaN
Null10,9,1,0,0,0,0,0,141,7.34788079488412e-16,2,0.303004710469395,0.978029578924179,NaN
Null10,10,1,0,0,0,0,0,142,7.34788079488412e-16,2,0.251162240281701,0.994692750740796,NaN
Triplet2,1,-1,-30,-1.4,2,0,0,143,7.34788079488412e-16,2,0.371901910286397,0.755184368696064,-0.0472405819656508
Triplet2,2,1,-0.15,0,1,0,0,144,7.34788079488412e-16,2,0.0618832833133638,2.15776850748807,NaN
Triplet2,3,-1,-30,-1.4,2,0,0,145,7.34788079488412e-16,2,0.294771501794457,0.878816108684987,-0.0624566837790051
Null8,1,-1,0,0,0,0,0,146,7.34788079488412e-16,2,0.2820336651057,1.15139312855899,NaN
Null8,2,-1,0,0,0,0,0,147,7.34788079488412e-16,2,0.262542056851089,0.87350130174309,NaN
Null8,3,1,0,0,0,0,0,148,7.34788079488412e-16,2,0.245258389506489,0.799449477810413,NaN
Null8,4,-1,0,0,0,0,0,149,7.34788079488412e-16,2,0.252991788554937,0.832567608449608,NaN
Null8,5,1,0,0,0,0,0,150,7.34788079488412e-16,2,0.191321838647127,0.91831254446879,NaN
Null8,6,1,0,0,0,0,0,151,7.34788079488412e-16,2,0.250585631001741,0.985465286299586,NaN
Null8,7,-1,0,0,0,0,0,152,7.34788079488412e-16,2,0.273643443360925,0.885988014284521,NaN
Null8,8,1,0,0,0,0,0,153,7.34788079488412e-16,2,0.270517803262919,0.644945337902755,NaN
Triplet3,1,-1,-30,-1.4,2,0,0,154,7.34788079488412e-16,2,0.307228225283325,0.653171232435852,0.075478122778991
Triplet3,2,-1,-0.15,0,1,0,0,155,7.34788079488412e-16,2,0.293406411074102,1.6004656762816,NaN
Triplet3,3,-1,-30,-1.4,2,0,0,156,7.34788079488412e-16,2,0.305868986062706,0.81601585727185,0.0372282787501198
Null8,1,-1,0,0,0,0,0,157,7.34788079488412e-16,2,0.32088522426784,1.13650318374857,NaN
Null8,2,1,0,0,0,0,0,158,7.34788079488412e-16,2,0.318770906422287,0.714988199528307,NaN
Null8,3,-1,0,0,0,0,0,159,7.34788079488412e-16,2,0.273530802689493,0.719315577764064,NaN
Null8,4,-1,0,0,0,0,0,160,7.34788079488412e-16,2,0.315675498917699,0.899402666371316,NaN
Null8,5,-1,0,0,0,0,0,161,7.34788079488412e-16,2,0.323725850787014,0.813056739512831,NaN
Null8,6,1,0,0,0,0,0,162,7.34788079488412e-16,2,0.29488121625036,0.973348433617502,NaN
Null8,7,1,0,0,0,0,0,163,7.34788079488412e-16,2,0.340627468656749,0.803616672754288,NaN
Null8,8,1,0,0,0,0,0,164,7.34788079488412e-16,2,0.308363159187138,0.986917660571635,NaN
Triplet4,1,-1,-30,-1.4,2,0,0,165,7.34788079488412e-16,2,0.301936092786491,0.679272033274174,-0.0191407930465084
Triplet4,2,1,0.15,0,1,0,0,166,7.34788079488412e-16,2,0.398480334319174,1.36996264802292,NaN
Triplet4,3,-1,-30,-1.4,2,0,0,167,7.34788079488412e-16,2,0.344112728256732,0.86888452200219,0.0983950474963608
Null12,1,-1,0,0,0,0,0,168,7.34788079488412e-16,2,0.309080691076815,1.01807897491381,NaN
Null12,2,-1,0,0,0,0,0,169,7.34788079488412e-16,2,0.288419527933002,1.02570802299306,NaN
Null12,3,-1,0,0,0,0,0,170,7.34788079488412e-16,2,0.327133090700954,0.884937438648194,NaN
Null12,4,1,0,0,0,0,0,171,7.34788079488412e-16,2,0.309808707330376,0.7555530089885,NaN
Null12,5,1,0,0,0,0,0,172,7.34788079488412e-16,2,0.372006992809474,1.2032251143828,NaN
Null12,6,-1,0,0,0,0,0,173,7.34788079488412e-16,2,0.300814324058592,1.08020362956449,NaN
Null12,7,1,0,0,0,0,0,174,7.34788079488412e-16,2,0.405927744694054,0.856073786504567,NaN
Null12,8,1,0,0,0,0,0,175,7.34788079488412e-16,2,0.259376188740134,0.80742814950645,NaN
Null12,9,1,0,0,0,0,0,176,7.34788079488412e-16,2,0.220875471830368,1.06421751715243,NaN
Null12,10,-1,0,0,0,0,0,177,7.34788079488412e-16,2,0.293682160321623,0.930345526896417,NaN
Null12,11,-1,0,0,0,0,0,178,7.34788079488412e-16,2,0.31627453956753,0.776557456236333,NaN
Null12,12,1,0,0,0,0,0,179,7.34788079488412e-16,2,0.382908698171377,1.16508938046172,NaN
Triplet1,1,-1,-30,-1.4,2,0,0,180,7.34788079488412e-16,2,0.322548737749457,1.11817284161225,-0.00993550615024546
Triplet1,2,-1,0.15,0,1,0,0,181,7.34788079488412e-16,2,0.273239937610924,1.50138240121305,NaN
Triplet1,3,-1,-30,-1.4,2,0,0,182,7.34788079488412e-16,2,0.26723612472415,0.613936892244965,0.15709256952397
Null10,1,-1,0,0,0,0,0,183,7.34788079488412e-16,2,0.385507465340197,1.13340533804148,NaN
Null10,2,1,0,0,0,0,0,184,7.34788079488412e-16,2,0.298746574204415,0.896548142656684,NaN
Null10,3,1,0,0,0,0,0,185,7.34788079488412e-16,2,0.3289670269005,1.02908381214365,NaN
Null10,4,1,0,0,0,0,0,186,7.34788079488412e-16,2,0.290028428193182,0.843515150249004,NaN
Null10,5,-1,0,0,0,0,0,187,7.34788079488412e-16,2,0.29973912332207,1.14945118455216,NaN
Null10,6,-1,0,0,0,0,0,188,7.34788079488412e-16,2,0.300818712916225,0.871740264818072,NaN
Null10,7,-1,0,0,0,0,0,189,7.34788079488412e-16,2,0.256829353049397,1.06157193845138,NaN
Null10,8,-1,0,0,0,0,0,190,7.34788079488412e-16,2,0.267466037534177,0.615909068845212,NaN
Null10,9,1,0,0,0,0,0,191,7.34788079488412e-16,2,0.238326393067837,1.14410029351711,NaN
Null10,10,1,0,0,0,0,0,192,7.34788079488412e-16,2,0.285102253779769,1.074996098876,NaN
Triplet2,1,-1,-30,-1.4,2,0,0,193,7.34788079488412e-16,2,0.319797101430595,0.819300949107856,-0.0564834690824857
Triplet2,2,1,-0.15,0,1,0,0,194,7.34788079488412e-16,2,0.270622885320336,1.50646632025018,NaN
Triplet2,3,-1,-30,-1.4,2,0,0,195,7.34788079488412e-16,2,0.289119261782616,0.587686636019498,-0.0369765201671662
Null10,1,1,0,0,0,0,0,196,7.34788079488412e-16,2,0.295490252319723,1.00291596353054,NaN
Null10,2,1,0,0,0,0,0,197,7.34788079488412e-16,2,0.246015418786556,0.755367469973862,NaN
Null10,3,1,0,0,0,0,0,198,7.34788079488412e-16,2,0.207616857718676,0.99067330500111,NaN
Null10,4,-1,0,0,0,0,0,199,7.34788079488412e-16,2,0.327874759677798,0.562314826529473,NaN
Null10,5,-1,0,0,0,0,0,200,7.34788079488412e-16,2,0.294717863667756,0.873613454401493,NaN
Null10,6,-1,0,0,0,0,0,201,7.34788079488412e-16,2,0.289127551484853,0.991429602727294,NaN
Null10,7,-1,0,0,0,0,0,202,7.34788079488412e-16,2,0.312182681635022,0.812145622912794,NaN
Null10,8,1,0,0,0,0,0,203,7.34788079488412e-16,2,0.339493753388524,0.95525751169771,NaN
Null10,9,1,0,0,0,0,0,204,7.34788079488412e-16,2,0.366614897735417,0.877692634239793,NaN
Null10,10,-1,0,0,0,0,0,205,7.34788079488412e-16,2,0.38757862849161,0.877704580780119,NaN
Triplet3,1,-1,-30,-1.4,2,0,0,206,7.34788079488412e-16,2,0.322050146758556,0.626088610384613,0.0335674381854734
Triplet3,2,-1,-0.15,0,1,0,0,207,7.34788079488412e-16,2,0.299765943083912,1.64429631642997,NaN
Triplet3,3,-1,-30,-1.4,2,0,0,208,7.34788079488412e-16,2,0.265173738822341,0.766934532206506,-0.104919763145043
PostRest,1,1,0,0,0,0,0,209,7.34788079488412e-16,2,0.363190834410489,0.984496143180877,NaN
PostRest,2,1,0,0,0,0,0,210,7.34788079488412e-16,2,0.344712743069977,1.11167677631602,NaN
PostRest,3,1,0,0,0,0,0,211,7.34788079488412e-16,2,0.447081598453224,0.958173231687397,NaN
PostRest,4,-1,0,0,0,0,0,212,7.34788079488412e-16,2,0.372073064558208,0.841959401033819,NaN
PostRest,5,1,0,0,0,0,0,213,7.34788079488412e-16,2,0.432256994768977,0.871915807947516,NaN
PostRest,6,-1,0,0,0,0,0,214,7.34788079488412e-16,2,0.413484625518322,0.764001745730639,NaN
PostRest,7,-1,0,0,0,0,0,215,7.34788079488412e-16,2,0.347558245994151,0.979292025323957,NaN
PostRest,8,-1,0,0,0,0,0,216,7.34788079488412e-16,2,0.423867016565055,0.882415714673698,NaN
Double,1,-1,-30,-1.4,2,0,0,217,7.34788079488412e-16,2,0.371917514596134,0.730504978448153,0.0475095590089574
Double,2,1,-30,-1.4,2,0,0,218,7.34788079488412e-16,2,0.52758852718398,0.96865607239306,0.000311603715447919
Exposure,1,-1,0.15,0,1,0,0,219,7.34788079488412e-16,2,0.318789192475379,1.4567284155637,NaN
Exposure,2,1,-0.15,0,1,0,0,220,7.34788079488412e-16,2,0.427339597605169,1.77226469945163,NaN
Exposure,3,1,-0.15,0,1,0,0,221,7.34788079488412e-16,2,0.462514506652951,1.58168574888259,NaN
Exposure,4,1,-0.15,0,1,0,0,222,7.34788079488412e-16,2,0.404190600849688,1.28728020563722,NaN
Exposure,5,1,-0.15,0,1,0,0,223,7.34788079488412e-16,2,0.288085021078587,0.918344483245164,NaN
Exposure,6,-1,0.15,0,1,0,0,224,7.34788079488412e-16,2,0.284087761305273,2.1341921123676,NaN
Exposure,7,-1,0.15,0,1,0,0,225,7.34788079488412e-16,2,0.310208798386157,1.72835506498814,NaN
Exposure,8,-1,0.15,0,1,0,0,226,7.34788079488412e-16,2,0.307825559284538,1.34988199640065,NaN
Exposure,1,1,-0.15,0,1,0,0,227,7.34788079488412e-16,2,0.497311510611326,1.29944118810818,NaN
Exposure,2,1,-0.15,0,1,0,0,228,7.34788079488412e-16,2,0.452369098551571,1.76253157341853,NaN
Exposure,3,-1,0.15,0,1,0,0,229,7.34788079488412e-16,2,0.370935692917556,1.5825563929975,NaN
