BlockName,BlockTrial,ControlPoint,FieldConstants_1,FieldConstants_2,FieldType,MissTrial,RestFlag,TrialNumber,TargetPosition_1,TargetPosition_2,MovementReactionTime,MovementDurationTime,Adaptation
Null8,1,1,0,0,0,0,0,1,7.34788079488412e-16,2,0.473780707456172,1.26459932234138,NaN
Null8,2,-1,0,0,0,0,0,2,7.34788079488412e-16,2,0.278661289252341,1.1957247974351,NaN
Null8,3,1,0,0,0,0,0,3,7.34788079488412e-16,2,0.277923277579248,1.20022698678076,NaN
Null8,4,-1,0,0,0,0,0,4,7.34788079488412e-16,2,0.264246042817831,1.13700786978006,NaN
Null8,5,-1,0,0,0,0,0,5,7.34788079488412e-16,2,0.258230038918555,0.891543949022889,NaN
Null8,6,-1,0,0,0,0,0,6,7.34788079488412e-16,2,0.24667199794203,1.21538877952844,NaN
Null8,7,1,0,0,0,0,0,7,7.34788079488412e-16,2,0.297360760159791,1.21756478026509,NaN
Null8,8,1,0,0,0,0,0,8,7.34788079488412e-16,2,0.247497537173331,0.776728854514658,NaN
Triplet2,1,1,-30,-1.4,2,0,0,9,7.34788079488412e-16,2,0.219362389296293,0.665397799573839,0.0630475905098404
Triplet2,2,-1,-0.15,0,1,0,0,10,7.34788079488412e-16,2,0.212304342538118,1.68005636893213,NaN
Triplet2,3,1,-30,-1.4,2,0,0,11,7.34788079488412e-16,2,0.290272481739521,1.04007840901613,-0.000625844940083801
Null10,1,-1,0,0,0,0,0,12,7.34788079488412e-16,2,0.263492183759809,1.25802962761372,NaN
Null10,2,1,0,0,0,0,0,13,7.34788079488412e-16,2,0.265588702633977,1.18696691095829,NaN
Null10,3,1,0,0,0,0,0,14,7.34788079488412e-16,2,0.271616409532726,0.724148861132562,NaN
Null10,4,-1,0,0,0,0,0,15,7.34788079488412e-16,2,0.283903929404914,1.14935731794685,NaN
Null10,5,-1,0,0,0,0,0,16,7.34788079488412e-16,2,0.252574142999947,0.727554393932223,NaN
Null10,6,-1,0,0,0,0,0,17,7.34788079488412e-16,2,0.26645447127521,0.904951774515212,NaN
Null10,7,-1,0,0,0,0,0,18,7.34788079488412e-16,2,0.273036844097078,0.952398599125445,NaN
Null10,8,1,0,0,0,0,0,19,7.34788079488412e-16,2,0.241358409635723,1.01876505557448,NaN
Null10,9,1,0,0,0,0,0,20,7.34788079488412e-16,2,0.273427183739841,0.675465676002204,NaN
Null10,10,1,0,0,0,0,0,21,7.34788079488412e-16,2,0.254913252778351,0.973260661587119,NaN
Triplet4,1,1,-30,-1.4,2,0,0,22,7.34788079488412e-16,2,0.22710554022342,0.704054798930883,-0.0045093042475749
Triplet4,2,-1,0.15,0,1,0,0,23,7.34788079488412e-16,2,0.247882269322872,2.27700070198625,NaN
Triplet4,3,1,-30,-1.4,2,0,0,24,7.34788079488412e-16,2,0.29304167162627,0.70520387403667,0.161188602850267
Null12,1,-1,0,0,0,0,0,25,7.34788079488412e-16,2,0.25482133589685,1.14324574079365,NaN
Null12,2,-1,0,0,0,0,0,26,7.34788079488412e-16,2,0.2215671595186,1.07130311336368,NaN
Null12,3,1,0,0,0,0,0,27,7.34788079488412e-16,2,0.21824281476438,1.35074020642787,NaN
Null12,4,-1,0,0,0,0,0,28,7.34788079488412e-16,2,0.290464359335601,1.11015077121556,NaN
Null12,5,1,0,0,0,0,0,29,7.34788079488412e-16,2,0.255831683985889,1.26296994276345,NaN
Null12,6,-1,0,0,0,0,0,30,7.34788079488412e-16,2,0.249551390297711,0.991851149126887,NaN
Null12,7,1,0,0,0,0,0,31,7.34788079488412e-16,2,0.188877889886498,0.946265324018896,NaN
Null12,8,1,0,0,0,0,0,32,7.34788079488412e-16,2,0.225372297689319,1.02519797347486,NaN
Null12,9,1,0,0,0,0,0,33,7.34788079488412e-16,2,0.223631008528173,0.667949755676091,NaN
Null12,10,1,0,0,0,0,0,34,7.34788079488412e-16,2,0.239139498211443,1.11432406213135,NaN
Null12,11,-1,0,0,0,0,0,35,7.34788079488412e-16,2,0.238037479110062,0.845840363763273,NaN
Null12,12,-1,0,0,0,0,0,36,7.34788079488412e-16,2,0.230894587002695,0.626395079307258,NaN
Triplet3,1,1,-30,-1.4,2,0,0,37,7.34788079488412e-16,2,0.264280907809734,0.790445829741657,0.0417879556998627
Triplet3,2,1,-0.15,0,1,0,0,38,7.34788079488412e-16,2,0.257070235908031,1.87309584673494,NaN
Triplet3,3,1,-30,-1.4,2,0,0,39,7.34788079488412e-16,2,0.25259998627007,0.724959040060639,0.116332808030295
Null12,1,1,0,0,0,0,0,40,7.34788079488412e-16,2,0.233965856954455,0.798886520788074,NaN
Null12,2,1,0,0,0,0,0,41,7.34788079488412e-16,2,0.247717454098165,1.00322852749377,NaN
Null12,3,1,0,0,0,0,0,42,7.34788079488412e-16,2,0.20567515771836,0.900426423177123,NaN
Null12,4,-1,0,0,0,0,0,43,7.34788079488412e-16,2,0.2236088225618,1.05555739812553,NaN
Null12,5,-1,0,0,0,0,0,44,7.34788079488412e-16,2,0.222330040298402,0.747707945294678,NaN
Null12,6,1,0,0,0,0,0,45,7.34788079488412e-16,2,0.221410389989614,0.69326817151159,NaN
Null12,7,-1,0,0,0,0,0,46,7.34788079488412e-16,2,0.198470826260746,0.781122792512178,NaN
