BlockName,BlockTrial,FieldConstants_1,FieldConstants_2,FieldType,MissTrial,RestFlag,TrialNumber,TargetPosition_1,TargetPosition_2,MovementReactionTime,MovementDurationTime,Adaptation
Null,1,0,0,0,0,0,1,7.34788079488412e-16,2,0.532423061318696,1.24570333771408,NaN
Null,2,0,0,0,0,0,2,7.34788079488412e-16,2,0.427394140511751,1.69542924687266,NaN
Null,3,0,0,0,0,0,3,7.34788079488412e-16,2,0.60513205267489,1.04589575342834,NaN
Null,4,-30,-1.4,2,0,0,4,7.34788079488412e-16,2,0.553598683327436,1.0451080026105,0.0202971876476872
Null,5,0,0,0,0,0,5,7.34788079488412e-16,2,0.476131009869277,1.15041340421885,NaN
Null,6,0,0,0,0,0,6,7.34788079488412e-16,2,0.535716445185244,1.30716001428664,NaN
Null,7,0,0,0,0,0,7,7.34788079488412e-16,2,0.445545300841331,0.935702694579959,NaN
Null,8,0,0,0,0,0,8,7.34788079488412e-16,2,0.382587729953229,0.729459502734244,NaN
Null,9,0,0,0,0,0,9,7.34788079488412e-16,2,0.432548281736672,1.0796763477847,NaN
Null,10,0,0,0,0,0,10,7.34788079488412e-16,2,0.408476198092103,1.02606669254601,NaN
Null,1,0,0,0,0,0,11,7.34788079488412e-16,2,0.450271556153893,1.23920580372214,NaN
Null,2,0,0,0,0,0,12,7.34788079488412e-16,2,0.333599979989231,1.00496445782483,NaN
Null,3,0,0,0,0,0,13,7.34788079488412e-16,2,0.378983000293374,1.09935643896461,NaN
Null,4,0,0,0,0,0,14,7.34788079488412e-16,2,0.365718766115606,0.814245861954987,NaN
Null,5,0,0,0,0,0,15,7.34788079488412e-16,2,0.372077328152955,0.793075360357761,NaN
Null,6,0,0,0,0,0,16,7.34788079488412e-16,2,0.363899213261902,1.03011393733323,NaN
Null,7,0,0,0,0,0,17,7.34788079488412e-16,2,0.44374183844775,1.25929647125304,NaN
Null,8,-30,-1.4,2,0,0,18,7.34788079488412e-16,2,0.376227948814631,0.67539831250906,0.0358848196652601
Null,9,0,0,0,0,0,19,7.34788079488412e-16,2,0.38543738052249,1.01661345083266,NaN
Null,10,0,0,0,0,0,20,7.34788079488412e-16,2,0.309330897405744,1.03482288122177,NaN
Null,1,0,0,0,0,0,21,7.34788079488412e-16,2,0.303155437111855,0.97064187284559,NaN
Null,2,0,0,0,0,0,22,7.34788079488412e-16,2,0.279093348421156,0.8834666647017,NaN
Null,3,-30,-1.4,2,0,0,23,7.34788079488412e-16,2,0.408811924047768,0.615149714052677,0.0378768459133101
Null,4,0,0,0,0,0,24,7.34788079488412e-16,2,0.342400786466897,1.25909752305597,NaN
Null,5,0,0,0,0,0,25,7.34788079488412e-16,2,0.386568658053875,1.21949816122651,NaN
Null,6,0,0,0,0,0,26,7.34788079488412e-16,2,0.335080149583519,1.10771034192294,NaN
Null,7,0,0,0,0,0,27,7.34788079488412e-16,2,0.383353536948562,0.894540267065167,NaN
Null,8,0,0,0,0,0,28,7.34788079488412e-16,2,0.369703351520002,0.702728915959597,NaN
Null,9,0,0,0,0,0,29,7.34788079488412e-16,2,0.344530222006142,0.681572310626507,NaN
Null,10,0,0,0,0,0,30,7.34788079488412e-16,2,0.376201617531478,1.18597990646958,NaN
Null,1,0,0,0,0,0,31,7.34788079488412e-16,2,0.38452504388988,1.0529998857528,NaN
Null,2,0,0,0,0,0,32,7.34788079488412e-16,2,0.408700990490615,0.994581080973148,NaN
Null,3,0,0,0,0,0,33,7.34788079488412e-16,2,0.394622919149697,1.01163875404745,NaN
Null,4,0,0,0,0,0,34,7.34788079488412e-16,2,0.531653841026127,1.04392991308123,NaN
Null,5,0,0,0,0,0,35,7.34788079488412e-16,2,0.345969432033598,0.878768691793084,NaN
Null,6,0,0,0,0,0,36,7.34788079488412e-16,2,0.307053713127971,1.21943623386323,NaN
Null,7,0,0,0,0,0,37,7.34788079488412e-16,2,0.333240848965943,0.971640518866479,NaN
Null,8,0,0,0,0,0,38,7.34788079488412e-16,2,0.323675453662872,0.769457006826997,NaN
Null,9,0,0,0,0,0,39,7.34788079488412e-16,2,0.360434917733073,1.00327875558287,NaN
Null,10,-30,-1.4,2,0,0,40,7.34788079488412e-16,2,0.349774085916579,0.746857290156186,0.0797847916059424
Null,1,0,0,0,0,0,41,7.34788079488412e-16,2,0.34605110809207,1.09278064221144,NaN
Null,2,0,0,0,0,0,42,7.34788079488412e-16,2,0.311226032674313,1.33335568290204,NaN
Null,3,0,0,0,0,0,43,7.34788079488412e-16,2,0.359382634051144,0.999041339382529,NaN
Null,4,0,0,0,0,0,44,7.34788079488412e-16,2,0.37305208016187,1.21100187394768,NaN
Null,5,0,0,0,0,0,45,7.34788079488412e-16,2,0.34975238610059,0.978273123502731,NaN
Null,6,0,0,0,0,0,46,7.34788079488412e-16,2,0.311285521835089,0.504117461852729,NaN
Null,7,0,0,0,0,0,47,7.34788079488412e-16,2,0.399074643850327,0.86950294021517,NaN
Null,8,0,0,0,0,0,48,7.34788079488412e-16,2,0.305963883176446,1.05011732131243,NaN
Null,9,0,0,0,0,0,49,7.34788079488412e-16,2,0.290599713101983,1.10754845291376,NaN
Null,10,-30,-1.4,2,0,0,50,7.34788079488412e-16,2,0.333086515776813,0.650421693921089,0.157269011740634
FieldA,1,0.15,0,1,0,0,51,7.34788079488412e-16,2,0.238109147176147,2.58388328645378,NaN
FieldA,2,0.15,0,1,0,0,52,7.34788079488412e-16,2,0.402227106504142,1.85924805141985,NaN
FieldA,3,-30,-1.4,2,0,0,53,7.34788079488412e-16,2,0.396890594623983,0.962628330104053,0.344160863248179
FieldA,4,0.15,0,1,0,0,54,7.34788079488412e-16,2,0.296328758820891,2.12236063648015,NaN
FieldA,5,0.15,0,1,0,0,55,7.34788079488412e-16,2,0.308930074796081,1.54524161107838,NaN
FieldA,6,0.15,0,1,0,0,56,7.34788079488412e-16,2,0.326938117854297,1.19233115483075,NaN
FieldA,7,0.15,0,1,0,0,57,7.34788079488412e-16,2,0.395874151960015,1.5358249405399,NaN
FieldA,8,0.15,0,1,0,0,58,7.34788079488412e-16,2,0.300014433450997,1.36411352176219,NaN
FieldA,9,0.15,0,1,0,0,59,7.34788079488412e-16,2,0.326185964979231,1.44433259032667,NaN
FieldA,10,0.15,0,1,0,0,60,7.34788079488412e-16,2,0.284185075201094,1.30290699470788,NaN
FieldA,1,0.15,0,1,0,0,61,7.34788079488412e-16,2,0.271462585777044,1.52940274402499,NaN
FieldA,2,0.15,0,1,0,0,62,7.34788079488412e-16,2,0.355090604163706,1.08552437182516,NaN
FieldA,3,0.15,0,1,0,0,63,7.34788079488412e-16,2,0.343533039093018,1.27592869661748,NaN
FieldA,4,0.15,0,1,0,0,64,7.34788079488412e-16,2,0.297647770494223,1.30294112768024,NaN
FieldA,5,0.15,0,1,0,0,65,7.34788079488412e-16,2,0.39051716029644,1.08873705472797,NaN
FieldA,6,0.15,0,1,0,0,66,7.34788079488412e-16,2,0.34141262434423,1.22769553773105,NaN
FieldA,7,-30,-1.4,2,0,0,67,7.34788079488412e-16,2,0.298408701084554,0.908352342434227,1.02956712830686
FieldA,8,0.15,0,1,0,0,68,7.34788079488412e-16,2,0.343116855248809,1.00581364799291,NaN
FieldA,9,0.15,0,1,0,0,69,7.34788079488412e-16,2,0.313352297991514,1.47705163620412,NaN
FieldA,10,0.15,0,1,0,0,70,7.34788079488412e-16,2,0.371868627145886,1.23607942927629,NaN
FieldA,1,0.15,0,1,0,0,71,7.34788079488412e-16,2,0.342876459471881,1.17409100290388,NaN
FieldA,2,-30,-1.4,2,0,0,72,7.34788079488412e-16,2,0.30413018912077,0.733684483915567,0.905718464967315
FieldA,3,0.15,0,1,0,0,73,7.34788079488412e-16,2,0.391769855283201,1.07217261008918,NaN
FieldA,4,0.15,0,1,0,0,74,7.34788079488412e-16,2,0.357150067575276,1.32460851501673,NaN
FieldA,5,0.15,0,1,0,0,75,7.34788079488412e-16,2,0.335299334488809,0.925714777782559,NaN
FieldA,6,0.15,0,1,0,0,76,7.34788079488412e-16,2,0.292750117368996,1.28373597748578,NaN
FieldA,7,0.15,0,1,0,0,77,7.34788079488412e-16,2,0.280897298827767,1.16193634830415,NaN
FieldA,8,0.15,0,1,0,0,78,7.34788079488412e-16,2,0.358497603796422,1.15125845000148,NaN
