BlockName,BlockTrial,ControlPoint,FieldConstants_1,FieldConstants_2,FieldType,MissTrial,RestFlag,TrialNumber,TargetPosition_1,TargetPosition_2,MovementReactionTime,MovementDurationTime,Adaptation
Null12,1,-1,0,0,0,0,0,1,7.34788079488412e-16,2,0.346442817244679,1.3598857508041,NaN
Null12,2,-1,0,0,0,0,0,2,7.34788079488412e-16,2,0.300760441925377,1.01603633724153,NaN
Null12,3,1,0,0,0,0,0,3,7.34788079488412e-16,2,0.299662567675114,0.767978525254875,NaN
Null12,4,-1,0,0,0,0,0,4,7.34788079488412e-16,2,0.290803011506796,0.73335316311568,NaN
Null12,5,1,0,0,0,0,0,5,7.34788079488412e-16,2,0.31446839729324,1.12714406242594,NaN
Null12,6,1,0,0,0,0,0,6,7.34788079488412e-16,2,0.279885458294302,1.12750782631338,NaN
Null12,7,-1,0,0,0,0,0,7,7.34788079488412e-16,2,0.278672992717475,0.828436009585857,NaN
Null12,8,-1,0,0,0,0,0,8,7.34788079488412e-16,2,0.308911243453622,0.836802338715643,NaN
Null12,9,1,0,0,0,0,0,9,7.34788079488412e-16,2,0.33515613572672,1.04951140563935,NaN
Null12,10,-1,0,0,0,0,0,10,7.34788079488412e-16,2,0.314385014586151,0.845619715284556,NaN
Null12,11,1,0,0,0,0,0,11,7.34788079488412e-16,2,0.307751196902245,1.13900832878426,NaN
Null12,12,1,0,0,0,0,0,12,7.34788079488412e-16,2,0.276587444823235,0.786270590033382,NaN
Triplet4,1,-1,-30,-1.4,2,0,0,13,7.34788079488412e-16,2,0.292034737765789,0.942730814684182,0.100204472493644
Triplet4,2,1,0.15,0,1,0,0,14,7.34788079488412e-16,2,0.308051570784301,2.33810452604666,NaN
Triplet4,3,-1,-30,-1.4,2,0,0,15,7.34788079488412e-16,2,0.388172792736441,0.622298588976264,0.0994827342080852
Null8,1,1,0,0,0,0,0,16,7.34788079488412e-16,2,0.28394805919379,0.917109343688935,NaN
Null8,2,-1,0,0,0,0,0,17,7.34788079488412e-16,2,0.297490223310888,0.901168092153966,NaN
Null8,3,-1,0,0,0,0,0,18,7.34788079488412e-16,2,0.288102088030428,1.00007143616676,NaN
Null8,4,1,0,0,0,0,0,19,7.34788079488412e-16,2,0.272327358368784,0.802942783106118,NaN
Null8,5,-1,0,0,0,0,0,20,7.34788079488412e-16,2,0.239163391292095,0.636977150570601,NaN
Null8,6,1,0,0,0,0,0,21,7.34788079488412e-16,2,0.269656179938465,1.00039033964276,NaN
Null8,7,-1,0,0,0,0,0,22,7.34788079488412e-16,2,0.293130662757903,1.02132822619751,NaN
Null8,8,1,0,0,0,0,0,23,7.34788079488412e-16,2,0.280606891028583,0.813269828911871,NaN
