BlockName,BlockTrial,ControlPoint,FieldConstants_1,FieldConstants_2,FieldType,MissTrial,RestFlag,TrialNumber,TargetPosition_1,TargetPosition_2,MovementReactionTime,MovementDurationTime,Adaptation
Null8,1,1,0,0,0,0,0,1,7.34788079488412e-16,2,0.322579214349389,1.10075190942734,NaN
Null8,2,1,0,0,0,0,0,2,7.34788079488412e-16,2,0.330248246900737,0.841617091558874,NaN
Null8,3,-1,0,0,0,0,0,3,7.34788079488412e-16,2,0.278421868570149,0.823230428621173,NaN
Null8,4,-1,0,0,0,0,0,4,7.34788079488412e-16,2,0.305812179110944,1.07571582589298,NaN
Null8,5,1,0,0,0,0,0,5,7.34788079488412e-16,2,0.267393138259649,0.771783662959933,NaN
Null8,6,-1,0,0,0,0,0,6,7.34788079488412e-16,2,0.272524843923748,0.990150576457381,NaN
Null8,7,-1,0,0,0,0,0,7,7.34788079488412e-16,2,0.294679585844278,0.736070909537375,NaN
Null8,8,1,0,0,0,0,0,8,7.34788079488412e-16,2,0.252527819015086,1.01333297602832,NaN
Triplet1,1,-1,-30,-1.4,2,0,0,9,7.34788079488412e-16,2,0.263942500576377,0.863631886430085,-1.03578393769488e-05
Triplet1,2,-1,0.15,0,1,0,0,10,7.34788079488412e-16,2,0.287161470390856,2.00855796411633,NaN
Triplet1,3,-1,-30,-1.4,2,0,0,11,7.34788079488412e-16,2,0.322529232129455,0.957482275553048,0.340728239431902
Null12,1,-1,0,0,0,0,0,12,7.34788079488412e-16,2,0.29750607162714,0.964437433518469,NaN
Null12,2,1,0,0,0,0,0,13,7.34788079488412e-16,2,0.315345137380064,0.896070276387036,NaN
Null12,3,-1,0,0,0,0,0,14,7.34788079488412e-16,2,0.346297018229961,0.882654649205506,NaN
Null12,4,1,0,0,0,0,0,15,7.34788079488412e-16,2,0.299470202066004,1.08281190507114,NaN
Null12,5,1,0,0,0,0,0,16,7.34788079488412e-16,2,0.336152829229832,0.754995416849852,NaN
Null12,6,-1,0,0,0,0,0,17,7.34788079488412e-16,2,0.313290065154433,0.926641083322465,NaN
Null12,7,1,0,0,0,0,0,18,7.34788079488412e-16,2,0.308917094953358,0.808976829051971,NaN
Null12,8,-1,0,0,0,0,0,19,7.34788079488412e-16,2,0.294232925400138,0.924805928021669,NaN
Null12,9,-1,0,0,0,0,0,20,7.34788079488412e-16,2,0.289093661122024,1.3325356701389,NaN
Null12,10,1,0,0,0,0,0,21,7.34788079488412e-16,2,0.311465637758374,0.845286427997053,NaN
Null12,11,1,0,0,0,0,0,22,7.34788079488412e-16,2,0.315158866345882,0.85805254522711,NaN
Null12,12,-1,0,0,0,0,0,23,7.34788079488412e-16,2,0.310404821299016,0.87963018938899,NaN
Triplet4,1,-1,-30,-1.4,2,0,0,24,7.34788079488412e-16,2,0.264144374057651,0.762218277901411,0.0368748820242389
Triplet4,2,1,0.15,0,1,0,0,25,7.34788079488412e-16,2,0.287276305258274,1.35604794230312,NaN
Triplet4,3,-1,-30,-1.4,2,0,0,26,7.34788079488412e-16,2,0.291655126027763,0.599965866655111,0.176780845833881
Null10,1,1,0,0,0,0,0,27,7.34788079488412e-16,2,0.325718019157648,0.694006914272904,NaN
Null10,2,-1,0,0,0,0,0,28,7.34788079488412e-16,2,0.297500219196081,0.86418435908854,NaN
Null10,3,1,0,0,0,0,0,29,7.34788079488412e-16,2,0.311772837303579,0.681415607221425,NaN
Null10,4,-1,0,0,0,0,0,30,7.34788079488412e-16,2,0.310074946843088,0.898011731915176,NaN
Null10,5,-1,0,0,0,0,0,31,7.34788079488412e-16,2,0.336119427345693,0.658060591667891,NaN
Null10,6,-1,0,0,0,0,0,32,7.34788079488412e-16,2,0.371648591943085,0.818881839513779,NaN
Null10,7,-1,0,0,0,0,0,33,7.34788079488412e-16,2,0.289544465951622,0.917066677473485,NaN
Null10,8,1,0,0,0,0,0,34,7.34788079488412e-16,2,0.334538077935576,0.782293079420924,NaN
Null10,9,1,0,0,0,0,0,35,7.34788079488412e-16,2,0.30839363578707,1.07315167877823,NaN
Null10,10,1,0,0,0,0,0,36,7.34788079488412e-16,2,0.341246988624334,0.671570329926908,NaN
Triplet2,1,-1,-30,-1.4,2,0,0,37,7.34788079488412e-16,2,0.307803371921182,0.837441120296717,-0.0265910564262497
Triplet2,2,1,-0.15,0,1,0,0,38,7.34788079488412e-16,2,0.292375828139484,1.55128633975983,NaN
Triplet2,3,-1,-30,-1.4,2,0,0,39,7.34788079488412e-16,2,0.305874593555927,1.08014145772904,0.005556909812976
