x,y
-2.000000000000000000e+00,3.268084488809108734e-03
-1.979899497487437099e+00,3.313526045531034470e-03
-1.959798994974874420e+00,3.359886351972818375e-03
-1.939698492462311519e+00,3.407192882150411606e-03
-1.919597989949748840e+00,3.455474041402339935e-03
-1.899497487437185939e+00,3.504758700728416443e-03
-1.879396984924623037e+00,3.555077360942959785e-03
-1.859296482412060358e+00,3.606461919844150543e-03
-1.839195979899497457e+00,3.658943111076951027e-03
-1.819095477386934778e+00,3.712555859237909317e-03
-1.798994974874371877e+00,3.767333691939711571e-03
-1.778894472361808976e+00,3.823313862085342407e-03
-1.758793969849246297e+00,3.880532924085855484e-03
-1.738693467336683396e+00,3.939028829336166382e-03
-1.718592964824120717e+00,3.998843021690845490e-03
-1.698492462311557816e+00,4.060016013681888580e-03
-1.678391959798994915e+00,4.122591577470302582e-03
-1.658291457286432236e+00,4.186615347862243652e-03
-1.638190954773869334e+00,4.252131562680006027e-03
-1.618090452261306655e+00,4.319192375987768173e-03
-1.597989949748743754e+00,4.387845750898122787e-03
-1.577889447236180853e+00,4.458144772797822952e-03
-1.557788944723617952e+00,4.530144389718770981e-03
-1.537688442211055273e+00,4.603902343660593033e-03
-1.517587939698492594e+00,4.679477773606777191e-03
-1.497487437185929693e+00,4.756933078169822693e-03
-1.477386934673366792e+00,4.836333449929952621e-03
-1.457286432160803891e+00,4.917745478451251984e-03
-1.437185929648241212e+00,5.001241341233253479e-03
-1.417085427135678533e+00,5.086894147098064423e-03
-1.396984924623115631e+00,5.174780730158090591e-03
-1.376884422110552730e+00,5.264983978122472763e-03
-1.356783919597989829e+00,5.357587244361639023e-03
-1.336683417085427150e+00,5.452679470181465149e-03
-1.316582914572864471e+00,5.550353787839412689e-03
-1.296482412060301570e+00,5.650708451867103577e-03
-1.276381909547738669e+00,5.753845907747745514e-03
-1.256281407035175768e+00,5.859872326254844666e-03
-1.236180904522613089e+00,5.968901794403791428e-03
-1.216080402010050188e+00,6.081053055822849274e-03
-1.195979899497487509e+00,6.196451373398303986e-03
-1.175879396984924607e+00,6.315229926258325577e-03
-1.155778894472361706e+00,6.437526084482669830e-03
-1.135678391959799027e+00,6.563484668731689453e-03
-1.115577889447236126e+00,6.693264003843069077e-03
-1.095477386934673447e+00,6.827024742960929871e-03
-1.075376884422110546e+00,6.964941509068012238e-03
-1.055276381909547645e+00,7.107194513082504272e-03
-1.035175879396984966e+00,7.253981195390224457e-03
-1.015075376884422065e+00,7.405505981296300888e-03
-9.949748743718593857e-01,7.561983540654182434e-03
-9.748743718592964846e-01,7.723650895059108734e-03
-9.547738693467335835e-01,7.890751585364341736e-03
-9.346733668341709045e-01,8.063549175858497620e-03
-9.145728643216080034e-01,8.242325857281684875e-03
-8.944723618090451023e-01,8.427379652857780457e-03
-8.743718592964824232e-01,8.619031868875026703e-03
-8.542713567839195221e-01,8.817626163363456726e-03
-8.341708542713568431e-01,9.023529477417469025e-03
-8.140703517587939420e-01,9.237142279744148254e-03
-7.939698492462310409e-01,9.458885528147220612e-03
-7.738693467336683618e-01,9.689223952591419220e-03
-7.537688442211054607e-01,9.928653016686439514e-03
-7.336683417085427816e-01,1.017771195620298386e-02
-7.135678391959798805e-01,1.043698377907276154e-02
-6.934673366834169794e-01,1.070710457861423492e-02
-6.733668341708543004e-01,1.098877005279064178e-02
-6.532663316582913993e-01,1.128273177891969681e-02
-6.331658291457287202e-01,1.158982049673795700e-02
-6.130653266331658191e-01,1.191094890236854553e-02
-5.929648241206029180e-01,1.224711630493402481e-02
-5.728643216080402389e-01,1.259943190962076187e-02
-5.527638190954773378e-01,1.296912133693695068e-02
-5.326633165829146588e-01,1.335754245519638062e-02
-5.125628140703517577e-01,1.376621332019567490e-02
-4.924623115577888566e-01,1.419682521373033524e-02
-4.723618090452261775e-01,1.465126872062683105e-02
-4.522613065326632764e-01,1.513167470693588257e-02
-4.321608040201003753e-01,1.564042456448078156e-02
-4.120603015075376963e-01,1.618021540343761444e-02
-3.919597989949747951e-01,1.675407402217388153e-02
-3.718592964824121161e-01,1.736541464924812317e-02
-3.517587939698492150e-01,1.801807805895805359e-02
-3.316582914572863139e-01,1.871636882424354553e-02
-3.115577889447236348e-01,1.946507208049297333e-02
